,elevation_13,slope_13,aspect_13,placurv_13,procurv_13,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide,train
2870,658.0,8.530766,270.0,-0.0,30.0,93.53141556400806,2,162,11,1,36,4,15,0,2,2,1,9,0.5529661016949152,0.25,0.498811086584561,0.083800465,0.26772247179737974,0.5933549976485434,Medium,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Very Low,Low,Medium,0,1
1469,1149.0,7.333393,119.0546,-10.0,20.0,11.520986676216124,3,81,38,1,1,5,2,7,2,7,1,35,0.4534005037783375,0.07,0.4982680360757017,0.07056074,0.3415911342166144,0.24084187523078757,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Low,Low,0,1
2218,50.0,4.5202274,108.43495,-0.0,10.0,314.7201291806996,1,24,8,1,1,5,2,7,2,6,2,78,0.20710059171597633,0.14400000000000002,0.5004985060371396,0.18980801,0.9389613600875021,0.24689197148164038,Low,Low,Medium,Low,High,Low,Low,Very Low,Medium,Very Low,Very High,Low,0,1
6065,2623.0,0.0,270.0,0.0,0.0,89.42227290570736,2,125,12,1,23,4,2,7,2,7,1,55,0.8617245005257623,0.98,0.5056578175080274,0.96135163,0.9351256670784688,0.982920948617842,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
9154,1481.0,5.710593,270.0,-0.0,20.0,63.21910422295332,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.9831638361638362,0.5030871319229003,0.97217405,0.629330249737124,0.8712647221949513,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7519,897.0,58.781597,90.0,-23.35232,346.64767,95.54656321369112,6,41,22,1,37,3,30,5,9,7,2,54,0.6535269709543569,0.805,0.5000126193850442,0.83586305,0.30259120635992437,0.2803258677645228,Medium,High,Medium,High,Low,Low,High,Very High,Medium,Very High,Low,Low,1,1
1889,54.0,2.263636,18.434948,-0.0,10.0,12.05121927987784,7,16,8,7,1,5,2,7,4,3,2,67,0.02556818181818182,0.01,0.48916831845049136,0.0063989903,0.019679854491610072,0.06596628048538711,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
464,1445.0,19.290047,90.0,-0.0,-70.0,0.0888118147850036,3,76,15,2,29,3,22,4,2,7,1,77,0.12217194570135746,0.01,0.49540583730558796,0.009262734,0.2601142025158103,0.09278320189083131,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
9325,1969.0,21.80141,180.0,-0.0,80.0,54.06881022080779,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.9520705079193789,0.5025317231873923,0.9358917,0.6401630769995986,0.8033080631135859,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
5429,1188.0,32.512516,348.69006,-37.247192,122.75281,0.1749985953792929,3,148,8,1,16,3,55,5,2,7,2,53,0.12217194570135746,0.05,0.4922844456785273,0.008074844,0.21970227403177153,0.1115422496356312,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
4125,76.0,0.0,270.0,0.0,0.0,0.0,1,72,47,5,1,5,2,7,4,2,2,11,0.02556818181818182,0.0,0.4880638897336842,0.0010269202,0.04140579948402676,0.040913872217076805,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
557,1229.0,10.073967,140.71059,11.538462,21.538462,0.0,3,40,8,2,1,5,14,9,2,7,1,25,0.12217194570135746,0.18,0.49909703968245506,0.17301269,0.558166751319668,0.6934431543912221,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0,1
470,2329.0,0.0,270.0,0.0,0.0,0.7161235343664885,5,19,10,1,15,3,61,4,10,7,2,26,0.12217194570135746,0.14,0.49913592437142335,0.12031182,0.6725911015081204,0.898945338184832,Low,Low,Medium,Low,High,High,Very Low,Very Low,Medium,Very Low,High,Very High,0,1
4945,113.0,8.530766,180.0,-0.0,-30.0,268.2025818489492,6,156,40,1,23,4,2,7,10,4,2,9,0.20710059171597633,0.18,0.4984658029550243,0.13459116,0.7433285885890215,0.23464103931041524,Low,Low,Medium,Low,High,Low,Low,Very Low,Medium,Very Low,High,Low,0,1
6626,1210.0,2.8624053,0.0,-0.0,-10.0,39.6310175228864,5,117,62,8,44,6,64,9,13,2,2,9,0.8617245005257623,0.94,0.5022248497172991,0.9473502,0.3946502531831211,0.3531392953435329,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Low,Low,1,1
435,2403.0,59.181812,17.354025,-27.899343,52.10066,3.687202516943216,2,44,11,1,11,3,41,5,11,7,1,76,0.4534005037783375,0.14,0.49767926462832845,0.082449794,0.5069506980945993,0.23192469700056914,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Medium,Low,0,1
1642,216.0,0.0,270.0,0.0,0.0,131.20962452609092,6,116,11,1,30,4,2,7,4,6,1,15,0.20710059171597633,0.192,0.49873311242617696,0.18416098,0.6523914509018395,0.6562714332172577,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,High,High,0,1
7961,1090.0,28.810795,270.0,-0.0,110.0,107.74831986892968,3,26,22,2,35,4,35,5,2,7,1,63,0.6535269709543569,0.8305891472868215,0.5013870447139563,0.835179,0.8023516868254914,0.8732210170204957,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1,1
5529,197.0,2.8624053,0.0,-0.0,-10.0,0.039664153009653,1,116,11,1,30,4,2,7,4,2,1,15,0.02556818181818182,0.03,0.487890029377147,0.0066095605,0.1038057960053717,0.16340613986946478,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6942,553.0,36.087147,247.83365,31.674208,121.67421,145.644047787413,4,164,55,1,29,3,25,5,2,7,1,62,0.5529661016949152,0.85,0.5046615851790017,0.9120233,0.5156685482071225,0.7907002872258796,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,High,1,1
3754,46.0,0.0,270.0,0.0,0.0,22.849120307713747,1,35,49,7,1,5,2,7,4,3,2,22,0.02556818181818182,0.0,0.4941890618801332,0.01338565,0.06780503612540414,0.058861540773512674,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7913,2480.0,0.0,270.0,0.0,0.0,46.21067599579692,2,109,11,1,29,3,50,4,4,7,1,56,0.8617245005257623,0.9978571428571428,0.5057176708309876,0.9747302,0.8929579019328079,0.9360503940348626,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
1814,147.0,5.710593,180.0,-0.0,20.0,66.44961649831384,5,163,49,1,1,5,2,7,2,3,2,65,0.20710059171597633,0.0,0.49103579648969803,0.006966619,0.03877610756456243,0.039120285073809054,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4622,320.0,8.530766,90.0,-0.0,-30.0,1.743138000369072,5,24,8,1,1,5,2,7,2,7,2,4,0.02556818181818182,0.01,0.4922702181971032,0.004961322,0.11621000171021366,0.06731266064566854,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3728,220.0,7.2646265,281.30994,-0.0,-30.0,0.7145622372627258,6,27,49,1,5,1,2,7,4,6,2,53,0.02556818181818182,0.0,0.484641049613182,0.0022532993,0.034227891992064136,0.06968927511533021,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9068,1254.0,26.565052,270.0,-0.0,100.0,25.13949967734516,5,19,10,1,15,3,61,4,10,8,1,26,0.8617245005257623,0.8676653171390014,0.5014089397924426,0.8533458,0.6380221526623279,0.5507047818640988,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,High,Medium,1,1
8756,2423.0,0.0,270.0,0.0,0.0,11.19860859401524,3,46,8,1,1,5,2,7,8,7,2,53,0.4534005037783375,0.9391680672268907,0.5026047778707381,0.88036877,0.5925054705795134,0.845223171138156,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,Very High,1,1
6776,2667.0,34.99202,0.0,-0.0,-140.0,110.6909724092111,2,44,11,1,11,3,41,5,11,7,1,35,0.8617245005257623,0.9811773504273504,0.5059110692881097,0.9845576,0.9445741624182972,0.9457382654689636,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
8514,2638.0,0.0,270.0,0.0,0.0,29.618302758783106,2,44,11,1,11,3,41,5,11,6,1,35,0.8617245005257623,0.9994904458598726,0.5046452138176705,0.96921116,0.8877947105428095,0.9596209667802154,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
8527,235.0,2.263636,161.56505,-0.0,-10.0,148.6748348865658,3,56,12,1,29,3,64,9,2,3,2,46,0.20710059171597633,0.89,0.5023839697054129,0.94999397,0.755875168691314,0.6659275738396413,Low,High,Medium,High,High,High,Low,Very High,Medium,Very High,High,High,1,1
5776,2361.0,0.0,270.0,0.0,0.0,43.51816173456609,2,94,12,2,10,2,15,9,2,8,1,55,0.8617245005257623,0.9896259426847662,0.5054567362028222,0.9741002,0.8957175231823027,0.9093677701724195,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
418,2215.0,5.710593,180.0,-0.0,20.0,76.27889023441821,2,125,12,1,23,4,2,7,2,7,1,55,0.8617245005257623,0.3125656149406149,0.5034558201618213,0.4503433,0.8602907182905478,0.9726775623932276,High,Low,Medium,Medium,High,High,Very High,Low,Medium,Medium,Very High,Very High,0,1
9216,83.0,8.530766,180.0,-0.0,-30.0,190.3631571298465,1,24,8,1,1,5,2,7,2,6,2,21,0.20710059171597633,0.8740000000000001,0.49935071894356964,0.9117535,0.7696412525766192,0.34369782336212434,Low,High,Medium,High,High,Medium,Low,Very High,Medium,Very High,High,Low,1,1
2298,61.0,0.0,270.0,0.0,0.0,0.0,3,70,56,7,25,4,33,5,4,3,2,28,0.02556818181818182,0.06,0.49055202616832994,0.01609813,0.0427936038022403,0.03323695642977689,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8312,1137.0,0.0,270.0,0.0,0.0,90.38491438515484,2,38,11,2,8,2,16,0,2,6,1,15,0.6535269709543569,0.9934330143540668,0.5053782736743248,0.97707593,0.5697197196990633,0.9139192494884951,Medium,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,Very High,1,1
984,201.0,48.990913,270.0,-0.0,230.0,0.0,5,121,1,1,27,4,2,7,4,7,2,53,0.02556818181818182,0.0,0.4858671719864628,0.003159746,0.04128202986037358,0.07912907186600647,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
621,1408.0,26.565052,270.0,-0.0,-100.0,9.262793362140656,3,148,8,1,16,3,55,5,2,7,2,3,0.4534005037783375,0.096,0.4984658179009344,0.16036996,0.3851048940167576,0.37460538034083707,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,Low,Low,0,1
3368,462.0,3.1996014,296.56506,10.0,-10.0,1.2475480176508429,6,62,53,1,24,4,2,7,2,6,2,21,0.17533718689788053,0.0,0.4937189609113706,0.0071291737,0.08552143389633522,0.05605335369516426,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3411,412.0,2.8624053,0.0,-0.0,10.0,39.70753485709429,3,67,52,7,1,5,2,7,11,3,1,75,0.5529661016949152,0.07,0.4951760434466495,0.07406261,0.076982134059099,0.11192601280261143,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2823,403.0,14.036243,0.0,-0.0,50.0,0.5617669299244881,5,24,8,1,1,5,2,7,2,7,2,53,0.17533718689788053,0.0,0.4904019037782587,0.0036593613,0.06795641844547004,0.07290767429528913,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6443,760.0,11.309933,0.0,-0.0,40.0,293.16323082055897,3,117,62,8,44,6,64,9,13,7,2,29,0.5529661016949152,0.79,0.5057060275926816,0.883616,0.987189311389245,0.7005168897592102,Medium,High,Medium,High,High,High,Medium,High,Medium,Very High,Very High,High,1,1
8138,1035.0,16.699244,270.0,-0.0,60.0,56.30541870556772,4,118,62,8,44,6,64,9,13,7,1,9,0.6535269709543569,0.8760714285714286,0.5031617033753913,0.77546614,0.8345989384381497,0.8838103867309066,Medium,High,Medium,High,High,High,High,Very High,Medium,High,Very High,Very High,1,1
5601,99.0,0.0,270.0,0.0,0.0,35.70712714828551,1,112,49,1,1,5,2,7,4,4,2,9,0.02556818181818182,0.0,0.4940767285658841,0.0141108995,0.10279643201566707,0.0502696392822112,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8250,2465.0,16.699244,180.0,-0.0,-60.0,35.54348855651915,2,44,11,1,11,3,41,5,11,8,1,55,0.8617245005257623,0.9453936506162428,0.503813981784328,0.96400803,0.8576020620879558,0.8839564528478879,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
4261,54.0,0.0,270.0,0.0,0.0,0.0,7,131,49,7,1,5,2,7,4,3,2,22,0.02556818181818182,0.0,0.4860676358982621,0.0024145127,0.015648348440919016,0.03482982454768324,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3789,17.0,0.0,270.0,0.0,0.0,16.541666032746434,5,154,19,1,11,3,23,4,4,2,2,43,0.02556818181818182,0.0,0.4916093898504707,0.007368926,0.018844119743326154,0.01909791999892167,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6317,1371.0,12.334205,210.96376,-10.0,-30.0,166.02307427302003,4,32,34,1,17,4,33,5,2,6,1,7,0.8617245005257623,1.0,0.5062286160062389,0.991891,0.9418682616517495,0.9856753145380415,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
9527,2572.0,0.0,270.0,0.0,0.0,27.94153101090341,2,151,14,1,43,4,63,5,2,6,1,55,0.8617245005257623,0.9238636363636364,0.5048434453283382,0.8785949,0.8999944210725767,0.8368218603284686,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
1448,5.0,4.16874,149.03624,2.5,2.5,0.0,7,72,47,5,1,5,2,7,4,2,2,9,0.02556818181818182,0.0,0.4850924777579586,0.001377545,0.015815094697416408,0.02205821388240654,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9614,1759.0,0.0,270.0,0.0,0.0,23.16804102342576,1,65,11,1,24,4,6,5,5,3,1,36,0.8617245005257623,1.0,0.5048808161461067,0.98579884,0.5276903084063381,0.8910051359071481,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1,1
6749,2485.0,8.588925,294.44397,7.5,27.5,77.74782622698694,2,44,11,1,11,3,41,5,11,7,1,35,0.8617245005257623,0.9963412335130797,0.5049241080494059,0.977209,0.9438841681485938,0.9855693892815557,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
5841,2596.0,33.02387,180.0,-0.0,-130.0,41.15744655113667,4,114,8,1,21,3,34,5,2,7,2,26,0.8617245005257623,0.9292741935483871,0.5041358051779559,0.9044094,0.6555344291149706,0.8293242294086326,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7220,2341.0,23.893396,286.38953,-13.150685,-63.150684,115.692267075181,2,151,14,1,43,4,63,5,2,7,1,55,0.8617245005257623,0.958,0.5045582095339625,0.96964574,0.965124462943303,0.9794669753490385,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
8571,1919.0,0.0,270.0,0.0,0.0,48.57258586958051,3,107,12,1,28,3,44,5,2,8,1,30,0.8617245005257623,0.9982999696693963,0.5055186237325766,0.99282116,0.8762254944819536,0.9598838735510612,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
6993,155.0,22.480928,154.98311,8.615385,38.615387,67.86068256571889,3,166,23,1,1,5,2,7,2,7,1,62,0.20710059171597633,0.78,0.4979897873850136,0.8378753,0.1861120793117276,0.1781303051283851,Low,High,Medium,High,Low,Low,Low,High,Medium,Very High,Very Low,Very Low,1,1
872,1893.0,6.1373796,215.53767,6.0,16.0,0.0,3,40,8,2,1,5,14,9,2,7,2,3,0.12217194570135746,0.22,0.4991258058255585,0.1336202,0.6356706294518784,0.8619186205191615,Low,Low,Medium,Low,Medium,High,Very Low,Low,Medium,Very Low,High,Very High,0,1
5988,1488.0,40.364536,270.0,-0.0,-170.0,0.0,3,148,8,1,16,3,55,5,2,7,2,53,0.12217194570135746,0.69,0.494176558303445,0.43700254,0.21940452498437904,0.21937741614575362,Low,High,Medium,Medium,Low,Low,Very Low,High,Medium,Medium,Low,Low,1,1
3382,378.0,2.8624053,90.0,-0.0,10.0,84.59787966497242,6,116,11,1,30,4,2,7,4,3,1,15,0.5529661016949152,0.11,0.4993851137657982,0.17373239,0.3077570639389638,0.2868438263986265,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Low,0,1
8741,2555.0,5.710593,90.0,-0.0,-20.0,27.175554553046823,5,19,10,1,15,3,61,4,10,7,2,26,0.8617245005257623,0.8798081447963801,0.5034018442020148,0.90952075,0.7559244166771206,0.9097138473669848,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
5044,94.0,5.710593,180.0,-0.0,20.0,106.6074310168624,1,72,47,5,1,5,2,7,4,2,2,11,0.20710059171597633,0.01,0.4954457789431226,0.008639105,0.18867524978976946,0.07001390393416623,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8583,512.0,24.094843,63.434948,-16.0,-56.0,146.92675901204348,4,74,48,1,1,5,2,7,2,7,1,62,0.5529661016949152,0.89,0.5023105529776002,0.95727015,0.5577571438761578,0.5187712411888509,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Medium,1,1
327,1274.0,5.0511527,278.1301,-0.0,20.0,59.73491817619652,2,38,11,2,8,2,16,0,2,8,1,55,0.8617245005257623,0.4387081447963801,0.5031884344648233,0.5133524,0.45286524675742307,0.796168913638935,High,Medium,Medium,Medium,Medium,High,Very High,Medium,Medium,Medium,Medium,High,0,1
3180,53.0,0.0,270.0,0.0,0.0,38.70541119668633,7,131,49,7,1,5,2,7,4,3,2,67,0.20710059171597633,0.0,0.4914265977291022,0.015258291,0.019286528849493105,0.05114191795660389,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6652,1630.0,32.641853,342.97946,25.19663,125.19663,47.3557946048677,2,48,12,1,13,4,34,5,2,8,1,29,0.8617245005257623,0.9679004753654619,0.5039127522391661,0.975043,0.7902158279657118,0.8084712074408714,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
287,1754.0,14.302915,101.30993,7.692308,47.692307,6.812723716720939,1,111,12,1,22,4,2,7,2,7,1,36,0.4534005037783375,0.04,0.49928678544951155,0.034447484,0.56435085186545,0.6331073008252858,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,Medium,High,0,1
6183,1084.0,5.710593,270.0,-0.0,20.0,172.5997887402773,3,81,38,1,1,5,2,7,2,7,1,77,0.6535269709543569,0.8971710144927537,0.501725761263292,0.89078313,0.8601878660741292,0.8529602710347501,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1,1
9252,101.0,6.762861,161.56505,-2.0,-12.0,60.4017307413742,4,113,21,7,37,3,2,7,4,7,2,80,0.20710059171597633,0.89,0.49905072977561565,0.9340753,0.10213181166432274,0.15987859895626225,Low,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Very Low,Very Low,1,1
8830,158.0,0.0,270.0,0.0,0.0,274.7637245133519,1,24,8,1,1,5,2,7,2,6,2,21,0.20710059171597633,0.8440000000000001,0.5021399216476197,0.88941365,0.9517959046302666,0.356462554862214,Low,High,Medium,High,High,Medium,Low,Very High,Medium,Very High,Very High,Low,1,1
4755,324.0,14.302915,191.30994,11.538462,-48.46154,0.0,5,24,8,1,1,5,2,7,2,7,2,4,0.02556818181818182,0.0,0.4884768363562538,0.002388436,0.1146136802821278,0.056014899175809964,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1830,982.0,7.2646265,348.69006,-0.0,-10.0,19.652964716777205,4,74,48,1,1,5,2,7,2,7,1,29,0.6535269709543569,0.083768115942029,0.4994028306325664,0.10594041,0.36247626301045394,0.18670702846329357,Medium,Low,Medium,Low,Medium,Low,High,Very Low,Medium,Very Low,Low,Very Low,0,1
912,1674.0,34.99202,180.0,-0.0,140.0,21.788070054724813,3,26,22,2,35,4,35,5,2,7,1,63,0.8617245005257623,0.3797142857142857,0.5012033190020315,0.32013816,0.5894026971396839,0.40021681323434444,High,Medium,Medium,Low,Medium,Medium,Very High,Low,Medium,Low,Medium,Medium,0,1
3514,170.0,2.8624053,270.0,-0.0,10.0,0.0,5,54,8,2,1,5,2,7,2,3,2,12,0.02556818181818182,0.0,0.48901877786344045,0.0020437157,0.051346778933476445,0.03542599812484991,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4797,382.0,11.309933,0.0,-0.0,40.0,11.34780091047287,5,24,8,1,1,5,2,7,2,7,2,53,0.02556818181818182,0.02,0.4935349864996973,0.008071206,0.08189213168516712,0.08341153774150782,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6796,1053.0,2.8624053,270.0,-0.0,-10.0,46.66089844331145,3,4,54,1,23,4,8,7,2,4,1,72,0.6535269709543569,0.8471820728291316,0.5035395899287887,0.89303917,0.4044993939211621,0.4477295636280166,Medium,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Medium,Medium,1,1
3493,713.0,37.88357,246.31792,110.0,-130.0,0.3549784822389483,2,140,11,1,37,3,59,4,10,7,1,15,0.17533718689788053,0.08,0.49302978864525226,0.015476581,0.3029647521426946,0.13419233230910815,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
8415,1340.0,0.0,270.0,0.0,0.0,72.60330818872899,3,40,8,2,1,5,14,9,2,7,2,53,0.8617245005257623,0.9998823529411764,0.506536338465262,0.9781551,0.7031416160482046,0.9249093204955363,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
5608,58.0,4.5202274,251.56505,-0.0,10.0,49.6108491467312,4,113,21,7,37,3,2,7,4,3,2,49,0.20710059171597633,0.016944444444444446,0.4952760301485557,0.05127722,0.06234546250521353,0.06117654540536925,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7728,2569.0,27.951523,43.090847,12.38938,22.389381,7.610127696767449,2,125,12,1,23,4,2,7,2,7,1,72,0.4534005037783375,0.73,0.49912983261758465,0.90892786,0.5850732670887887,0.5425604753045026,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,Very High,Medium,Medium,1,1
7122,1982.0,0.0,270.0,0.0,0.0,82.93493384681642,3,120,33,1,44,6,54,4,13,6,1,9,0.8617245005257623,0.97,0.5070283853064204,0.9547539,0.9317728114610434,0.9265296962829467,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
