,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,curvature_1,curvature_6,curvature_11,curvature_16,curvature_21,curvature_2,curvature_7,curvature_12,curvature_17,curvature_22,curvature_3,curvature_8,curvature_13,curvature_18,curvature_23,curvature_4,curvature_9,curvature_14,curvature_19,curvature_24,curvature_5,curvature_10,curvature_15,curvature_20,curvature_25
17662,30.052038,29.421507,5.0,26.279745,26.983791,27.66993,26.983791,5.0,18.79162,19.764236,25.0,25.0,0.0,15.0,15.0,22.638464,22.638464,5.0,14.142136,22.36068,17.67767,17.67767,5.0,10.0,20.0,286.92752,282.26477,0.0,272.72632,256.6075,288.43494,283.3925,0.0,273.8141,251.56505,270.0,270.0,270.0,270.0,270.0,276.34018,263.65982,180.0,225.0,206.56505,278.1301,261.8699,180.0,180.0,180.0,-80.0,50.0,-10.0,-70.0,80.0,-30.0,60.0,10.0,-20.0,10.0,-50.0,50.0,-0.0,-30.0,30.0,-60.0,60.0,10.0,-20.0,80.0,-20.0,20.0,-10.0,-0.0,-60.0
17664,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,6.3737745,7.28869,5.0,8.838835,10.752907,8.838835,9.519716,5.0,10.752907,12.374369,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,101.30993,120.96375,180.0,135.0,144.46233,98.130104,113.19859,180.0,125.53768,135.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-0.0,10.0,20.0,10.0,20.0,-30.0,-10.0,10.0,-40.0
17668,15.909903,17.765839,15.0,22.36068,31.622778,17.765839,19.445436,15.0,28.284271,36.05551,15.0,15.0,0.0,25.0,25.0,26.75117,28.77716,25.0,37.123108,38.93103,28.33946,30.259296,25.0,38.93103,40.65864,315.0,320.7106,0.0,333.43494,341.56506,309.2894,315.0,0.0,315.0,326.30994,270.0,270.0,270.0,270.0,270.0,322.59464,325.61966,0.0,315.0,317.60257,318.57632,321.70984,0.0,312.39743,315.0,-40.0,-10.0,-30.0,-40.0,-60.0,-10.0,60.0,30.0,-20.0,120.0,-30.0,30.0,-0.0,-50.0,50.0,-70.0,-20.0,-50.0,-100.0,-10.0,-0.0,90.0,50.0,-10.0,120.0
17669,7.9056945,10.606602,10.0,17.410486,16.298006,3.535534,7.9056945,10.0,10.752907,8.838835,0.0,0.0,0.0,5.0,5.0,8.838835,6.3737745,5.0,3.535534,3.535534,9.519716,7.28869,5.0,3.535534,3.535534,251.56505,225.0,180.0,111.03751,85.601295,225.0,198.43495,180.0,125.53768,81.869896,270.0,270.0,270.0,90.0,90.0,188.1301,191.30994,180.0,135.0,45.0,203.1986,210.96376,180.0,225.0,315.0,-20.0,40.0,20.0,60.0,-50.0,-0.0,-20.0,-20.0,-10.0,-0.0,-0.0,-0.0,-0.0,10.0,-10.0,20.0,10.0,10.0,20.0,-20.0,-30.0,-0.0,-10.0,-20.0,20.0
17670,5.0,5.0,5.0,7.071068,7.071068,5.0,5.0,5.0,7.071068,7.071068,0.0,0.0,0.0,5.0,5.0,3.9528472,1.767767,0.0,3.535534,7.9056945,5.303301,3.9528472,0.0,3.535534,7.9056945,180.0,180.0,180.0,225.0,225.0,180.0,180.0,180.0,225.0,225.0,270.0,270.0,270.0,270.0,270.0,198.43495,225.0,270.0,225.0,198.43495,225.0,251.56505,270.0,135.0,161.56505,10.0,10.0,10.0,-0.0,20.0,-10.0,-10.0,-10.0,-20.0,-0.0,-0.0,-0.0,-0.0,-10.0,10.0,10.0,-0.0,-0.0,-10.0,30.0,-20.0,10.0,-0.0,10.0,-30.0
17671,35.750874,31.868872,10.0,71.78527,71.5236,42.01934,38.770157,10.0,74.26726,74.01436,40.0,40.0,0.0,75.0,75.0,48.08846,45.96194,15.0,73.67581,75.93172,52.55949,50.621143,15.0,66.45017,68.94291,233.53076,244.44003,180.0,262.99872,264.98688,239.62088,249.22775,180.0,263.23383,265.156,270.0,270.0,270.0,270.0,270.0,242.10272,247.61986,180.0,255.25644,249.77515,244.65382,249.77515,180.0,253.61046,247.61986,-0.0,70.0,20.0,-120.0,150.0,-130.0,60.0,-20.0,-170.0,140.0,-80.0,80.0,-0.0,-150.0,150.0,-30.0,110.0,30.0,-120.0,210.0,-150.0,70.0,-30.0,-150.0,60.0
17673,6.3737745,7.28869,5.0,7.071068,7.071068,8.838835,9.519716,5.0,7.071068,7.071068,10.0,10.0,0.0,5.0,5.0,14.142136,14.142136,10.0,11.18034,11.18034,14.142136,14.142136,10.0,11.18034,11.18034,101.30993,120.96375,180.0,135.0,135.0,98.130104,113.19859,180.0,135.0,135.0,90.0,90.0,270.0,90.0,90.0,135.0,135.0,180.0,153.43495,153.43495,135.0,135.0,180.0,153.43495,153.43495,10.0,-0.0,10.0,20.0,-0.0,20.0,-30.0,-10.0,-0.0,-20.0,20.0,-20.0,-0.0,10.0,-10.0,40.0,-0.0,20.0,30.0,10.0,-0.0,-40.0,-20.0,-10.0,-30.0
17675,12.869538,15.103807,15.0,18.027756,18.027756,14.252193,16.298006,15.0,18.027756,18.027756,10.0,10.0,0.0,10.0,10.0,24.04423,26.279745,25.0,26.925825,26.925825,25.310572,27.443123,25.0,26.925825,26.925825,150.94539,155.55605,180.0,146.30994,146.30994,142.12502,147.52881,180.0,146.30994,146.30994,90.0,90.0,270.0,90.0,90.0,152.10272,154.65382,180.0,158.1986,158.1986,147.09476,149.93141,180.0,158.1986,158.1986,30.0,20.0,30.0,50.0,10.0,-0.0,-50.0,-30.0,-10.0,-50.0,20.0,-20.0,-0.0,20.0,-20.0,60.0,30.0,50.0,70.0,30.0,-10.0,-80.0,-50.0,-30.0,-70.0
17676,22.150057,22.98097,10.0,30.052038,29.421507,24.558603,25.310572,10.0,27.66993,26.983791,25.0,25.0,0.0,25.0,25.0,25.739077,23.717083,5.0,25.495098,25.495098,21.505814,19.039433,5.0,25.495098,25.495098,286.38953,292.38013,0.0,286.92752,282.26477,284.74356,290.22485,0.0,288.43494,283.3925,270.0,270.0,270.0,270.0,270.0,299.0546,288.43494,0.0,281.30994,281.30994,305.5377,293.19858,0.0,281.30994,281.30994,-50.0,20.0,-20.0,-80.0,50.0,-40.0,70.0,20.0,-30.0,60.0,-50.0,50.0,-0.0,-50.0,50.0,-80.0,40.0,-10.0,-60.0,40.0,-0.0,40.0,10.0,-40.0,60.0
17677,10.752907,12.374369,10.0,43.48132,46.40178,8.838835,10.752907,10.0,36.44345,39.88264,5.0,5.0,0.0,30.0,30.0,15.103807,12.869538,10.0,30.872723,31.868872,16.298006,14.252193,10.0,28.559149,29.633175,234.46233,225.0,180.0,251.56505,242.74467,225.0,215.53767,180.0,247.83365,237.80426,270.0,270.0,270.0,270.0,270.0,204.44395,209.05461,180.0,248.62938,244.44003,212.47119,217.87498,180.0,246.8014,242.35402,-10.0,40.0,20.0,-70.0,140.0,-20.0,-10.0,-20.0,-80.0,10.0,-10.0,10.0,-0.0,-60.0,60.0,20.0,30.0,20.0,-40.0,90.0,-50.0,-0.0,-20.0,-70.0,20.0
17678,63.762253,61.262756,60.0,53.764534,41.268936,63.8602,61.36469,60.0,55.480854,43.48132,5.0,5.0,0.0,20.0,20.0,70.178345,70.178345,70.0,70.37844,63.36896,70.178345,70.178345,70.0,73.25043,66.54416,181.1233,181.16914,180.0,181.33221,181.7357,183.36646,183.50352,180.0,194.34933,198.43495,270.0,270.0,270.0,270.0,270.0,184.08562,184.08562,180.0,199.72227,202.01128,184.08562,184.08562,180.0,205.25316,208.00917,130.0,120.0,120.0,130.0,60.0,-140.0,-110.0,-120.0,-160.0,-30.0,-10.0,10.0,-0.0,-40.0,40.0,130.0,150.0,140.0,100.0,150.0,-150.0,-130.0,-140.0,-210.0,-40.0
17682,29.15476,29.15476,15.0,27.443123,26.279745,29.15476,29.15476,15.0,25.310572,24.04423,25.0,25.0,0.0,20.0,20.0,28.504387,25.739077,10.0,22.36068,22.36068,24.748737,21.505814,10.0,22.36068,22.36068,300.96375,300.96375,0.0,300.06857,295.34616,300.96375,300.96375,0.0,302.90524,297.89728,270.0,270.0,270.0,270.0,270.0,307.87497,299.0546,0.0,296.56506,296.56506,315.0,305.5377,0.0,296.56506,296.56506,-80.0,20.0,-30.0,-80.0,30.0,-20.0,80.0,30.0,-10.0,60.0,-50.0,50.0,-0.0,-40.0,40.0,-90.0,30.0,-20.0,-60.0,20.0,10.0,50.0,20.0,-20.0,60.0
17683,16.298006,14.252193,10.0,11.18034,11.18034,15.103807,12.869538,10.0,11.18034,11.18034,5.0,5.0,0.0,5.0,5.0,15.811389,15.811389,15.0,14.252193,11.8585415,15.811389,15.811389,15.0,13.806702,11.319232,147.52881,142.12502,180.0,153.43495,153.43495,155.55605,150.94539,180.0,153.43495,153.43495,90.0,90.0,270.0,90.0,90.0,161.56505,161.56505,180.0,164.74489,161.56505,161.56505,161.56505,180.0,174.80557,173.6598,50.0,-0.0,20.0,30.0,10.0,-20.0,-30.0,-20.0,-10.0,-30.0,10.0,-10.0,-0.0,10.0,-10.0,40.0,20.0,30.0,40.0,10.0,-20.0,-40.0,-30.0,-30.0,-20.0
17684,73.845276,71.34862,70.0,70.0,70.0,73.7606,71.26096,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,28.77716,26.279745,25.0,26.279745,28.77716,28.993534,26.516504,25.0,26.516504,28.993534,357.08917,356.9872,0.0,0.0,0.0,359.029,358.9949,0.0,0.0,0.0,270.0,270.0,270.0,270.0,270.0,2.489553,2.726311,0.0,357.27368,357.51044,7.431408,8.130102,0.0,351.8699,352.5686,-160.0,-130.0,-140.0,-140.0,-140.0,150.0,140.0,140.0,140.0,140.0,-0.0,-0.0,-0.0,-0.0,-0.0,-60.0,-50.0,-50.0,-50.0,-60.0,70.0,40.0,50.0,40.0,70.0
17685,7.071068,7.071068,5.0,7.071068,7.071068,7.071068,7.071068,5.0,7.071068,7.071068,5.0,5.0,0.0,5.0,5.0,3.9528472,5.303301,5.0,7.071068,7.071068,1.767767,3.9528472,5.0,7.071068,7.071068,225.0,225.0,180.0,135.0,135.0,225.0,225.0,180.0,135.0,135.0,270.0,270.0,270.0,90.0,90.0,251.56505,225.0,180.0,135.0,135.0,225.0,198.43495,180.0,135.0,135.0,-0.0,20.0,10.0,20.0,-0.0,-20.0,-0.0,-10.0,-0.0,-20.0,-10.0,10.0,-0.0,10.0,-10.0,-10.0,20.0,10.0,20.0,-0.0,-0.0,-10.0,-10.0,-0.0,-20.0
17687,91.25856,80.097595,20.0,50.621143,49.117207,74.26726,60.026035,20.0,45.96194,44.300114,40.0,40.0,0.0,40.0,40.0,60.207973,60.207973,45.0,56.67892,53.03301,60.207973,60.207973,45.0,53.50234,49.623585,126.085075,112.963776,180.0,110.22486,104.74356,136.36392,121.37301,180.0,112.380135,106.38954,90.0,90.0,270.0,90.0,90.0,138.36646,138.36646,180.0,138.57634,135.0,138.36646,138.36646,180.0,142.59465,139.08562,300.0,-130.0,40.0,140.0,-80.0,-50.0,-120.0,-40.0,40.0,-100.0,80.0,-80.0,-0.0,80.0,-80.0,170.0,10.0,90.0,170.0,-10.0,-10.0,-170.0,-90.0,-30.0,-130.0
17690,56.26389,56.374863,5.0,63.762253,65.21599,58.763298,58.86956,5.0,51.265244,53.062466,60.0,60.0,0.0,45.0,45.0,65.69342,64.83151,20.0,48.08846,50.621143,68.03033,67.1984,20.0,43.73214,46.50269,91.27303,93.81407,180.0,88.87669,77.828545,91.21887,93.65222,180.0,88.60282,74.981636,90.0,90.0,270.0,90.0,90.0,68.80595,70.866356,0.0,62.10273,57.094757,69.56717,71.56505,0.0,59.036243,53.746162,110.0,-100.0,10.0,150.0,-180.0,120.0,-130.0,-10.0,80.0,-50.0,120.0,-120.0,-0.0,90.0,-90.0,70.0,-160.0,-40.0,50.0,-150.0,180.0,-90.0,40.0,110.0,-10.0
17691,71.5236,71.78527,10.0,65.76473,65.76473,74.01436,74.26726,10.0,65.76473,65.76473,75.0,75.0,0.0,65.0,65.0,72.13269,71.34862,0.0,62.54998,62.94839,64.73504,63.8602,0.0,57.55432,57.98707,95.013115,97.00127,180.0,98.74616,98.74616,94.844,96.766174,180.0,98.74616,98.74616,90.0,90.0,270.0,90.0,90.0,98.972626,93.01279,270.0,87.70939,83.15723,100.00798,93.36646,270.0,87.510445,82.56859,150.0,-120.0,20.0,150.0,-110.0,140.0,-170.0,-20.0,110.0,-150.0,150.0,-150.0,-0.0,130.0,-130.0,180.0,-150.0,-0.0,130.0,-150.0,90.0,-120.0,-0.0,110.0,-90.0
17702,17.67767,19.039433,11.319232,13.462913,11.8585415,12.747549,14.57738,10.0,11.18034,11.18034,10.0,10.0,0.0,5.0,5.0,18.027756,18.027756,15.0,16.67708,19.121323,18.027756,18.027756,15.0,16.298006,18.79162,261.8699,246.8014,186.3402,201.8014,198.43495,258.69006,239.03624,180.0,206.56505,206.56505,270.0,270.0,270.0,270.0,270.0,213.69006,213.69006,180.0,192.99461,191.30994,213.69006,213.69006,180.0,184.39871,183.81407,-40.0,60.0,20.0,-0.0,30.0,-20.0,-0.0,-20.0,-30.0,-10.0,-20.0,20.0,-0.0,-10.0,10.0,10.0,50.0,30.0,20.0,50.0,-50.0,-10.0,-30.0,-30.0,-40.0
17721,15.0,15.0,15.0,12.747549,7.9056945,15.0,15.0,15.0,12.747549,7.9056945,0.0,0.0,0.0,5.0,5.0,10.0,10.0,10.0,11.18034,11.18034,10.0,10.0,10.0,11.18034,11.18034,0.0,0.0,0.0,348.69006,341.56506,0.0,0.0,0.0,11.309933,18.434948,270.0,270.0,270.0,90.0,90.0,0.0,0.0,0.0,26.565052,26.565052,0.0,0.0,0.0,26.565052,26.565052,-30.0,-30.0,-30.0,-40.0,-0.0,30.0,30.0,30.0,40.0,-0.0,-0.0,-0.0,-0.0,10.0,-10.0,-20.0,-20.0,-20.0,-10.0,-30.0,20.0,20.0,20.0,30.0,10.0
17727,73.569695,72.8869,5.0,105.11898,105.11898,68.64765,67.91539,5.0,105.11898,105.11898,65.0,65.0,0.0,105.0,105.0,65.0,65.0,14.142136,111.31319,101.01052,74.91662,77.217224,44.72136,111.4815,88.82919,279.7824,275.90613,0.0,272.72632,272.72632,280.4915,276.34018,0.0,272.72632,272.72632,270.0,270.0,270.0,270.0,270.0,270.0,270.0,315.0,282.31946,282.1443,295.70996,299.0546,333.43494,287.62228,283.8407,-180.0,140.0,-10.0,-220.0,200.0,-100.0,140.0,10.0,-200.0,220.0,-130.0,130.0,-0.0,-210.0,210.0,-130.0,130.0,-0.0,-290.0,180.0,-190.0,50.0,-160.0,-0.0,190.0
17728,82.46211,82.46211,20.0,77.62087,77.62087,82.46211,82.46211,20.0,77.62087,77.62087,80.0,80.0,0.0,75.0,75.0,86.96264,85.51316,20.0,81.394104,80.1561,91.71968,90.34656,20.0,91.24144,90.13879,75.96375,75.96375,0.0,75.06858,75.06858,75.96375,75.96375,0.0,75.06858,75.06858,90.0,90.0,270.0,90.0,90.0,71.56505,74.74488,0.0,79.38035,86.42367,72.55281,75.57922,0.0,80.53768,86.82017,120.0,-200.0,-40.0,110.0,-190.0,200.0,-120.0,40.0,190.0,-110.0,160.0,-160.0,-0.0,150.0,-150.0,100.0,-200.0,-40.0,110.0,-150.0,240.0,-140.0,40.0,230.0,-190.0
17729,28.559149,15.0,15.103807,12.869538,10.0,26.516504,19.121323,17.410486,18.45603,12.747549,16.77051,11.8585415,3.535534,11.18034,7.9056945,19.039433,17.67767,0.0,8.838835,9.519716,23.717083,22.638464,0.0,6.3737745,7.28869,246.8014,180.0,204.44395,209.05461,180.0,225.0,191.30994,201.0375,208.30075,191.30994,243.43495,251.56505,225.0,243.43495,251.56505,246.8014,261.8699,270.0,261.8699,246.8014,251.56505,263.65982,270.0,258.69006,239.03624,90.0,30.0,20.0,30.0,20.0,30.0,-30.0,-50.0,20.0,-20.0,-60.0,30.0,-0.0,-40.0,20.0,-10.0,30.0,-0.0,-20.0,30.0,-70.0,50.0,-0.0,-10.0,-0.0
17732,11.8585415,14.252193,15.0,18.45603,20.691181,11.319232,13.806702,15.0,17.410486,19.764236,0.0,0.0,0.0,5.0,5.0,10.0,10.0,10.0,12.747549,17.67767,10.0,10.0,10.0,12.747549,17.67767,198.43495,195.25511,180.0,208.30075,205.01689,186.3402,185.19443,180.0,201.0375,198.43495,270.0,270.0,270.0,270.0,270.0,180.0,180.0,180.0,191.30994,188.1301,180.0,180.0,180.0,168.69006,171.8699,10.0,40.0,30.0,10.0,60.0,-20.0,-30.0,-30.0,-40.0,-30.0,-0.0,-0.0,-0.0,-10.0,10.0,20.0,20.0,20.0,10.0,50.0,-20.0,-20.0,-20.0,-10.0,-50.0
17734,32.596012,30.207615,10.0,32.45189,31.868872,36.91206,34.820972,10.0,34.865814,34.323826,35.0,35.0,0.0,35.0,35.0,38.242645,37.58324,0.0,37.58324,38.242645,43.156693,42.573467,0.0,42.573467,43.156693,237.52881,245.55605,180.0,254.35776,258.69006,241.69925,248.9625,180.0,255.46555,259.5085,270.0,270.0,270.0,270.0,270.0,258.69006,266.1859,270.0,273.8141,281.30994,259.99203,266.63354,270.0,273.36646,280.00797,-10.0,70.0,20.0,-40.0,70.0,-110.0,50.0,-20.0,-90.0,60.0,-70.0,70.0,-0.0,-70.0,70.0,-50.0,70.0,-0.0,-70.0,50.0,-110.0,90.0,-0.0,-90.0,110.0
17750,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,6.3737745,7.28869,5.0,8.838835,10.752907,8.838835,9.519716,5.0,10.752907,12.374369,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,101.30993,120.96375,180.0,135.0,144.46233,98.130104,113.19859,180.0,125.53768,135.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-10.0,-0.0,10.0,-10.0,10.0,-0.0,10.0,20.0,10.0,20.0,-30.0,-10.0,10.0,-40.0
17756,5.0,5.0,5.0,3.9528472,1.767767,5.0,5.0,5.0,5.303301,3.9528472,0.0,0.0,0.0,5.0,5.0,1.767767,3.9528472,5.0,7.071068,7.071068,3.9528472,5.303301,5.0,7.071068,7.071068,0.0,0.0,0.0,18.434948,45.0,0.0,0.0,0.0,45.0,71.56505,270.0,270.0,270.0,90.0,90.0,315.0,341.56506,0.0,45.0,45.0,288.43494,315.0,0.0,45.0,45.0,-10.0,-10.0,-10.0,-10.0,-0.0,10.0,10.0,10.0,20.0,-10.0,-0.0,-0.0,-0.0,10.0,-10.0,-0.0,-10.0,-10.0,-0.0,-20.0,-10.0,20.0,10.0,20.0,-0.0
17761,31.622778,31.622778,10.0,22.150057,21.286734,31.622778,31.622778,10.0,15.103807,13.806702,30.0,30.0,0.0,10.0,10.0,26.983791,26.279745,5.0,10.752907,12.374369,19.764236,18.79162,5.0,8.838835,10.752907,108.43495,108.43495,180.0,106.38954,86.63354,108.43495,108.43495,180.0,114.443954,84.80557,90.0,90.0,270.0,90.0,90.0,103.392494,87.27369,0.0,54.462322,45.0,108.43495,86.18593,0.0,45.0,35.537678,80.0,-40.0,20.0,70.0,-60.0,40.0,-80.0,-20.0,-0.0,-10.0,60.0,-60.0,-0.0,20.0,-20.0,80.0,-70.0,-10.0,10.0,-40.0,10.0,-20.0,10.0,20.0,10.0
17765,43.04794,40.81207,35.0,36.44345,34.14125,42.01934,39.72562,35.0,35.575623,33.213326,15.0,15.0,0.0,10.0,10.0,31.868872,29.633175,25.0,26.925825,26.925825,30.872723,28.559149,25.0,26.925825,26.925825,154.179,152.65013,180.0,157.83365,156.2505,157.24902,155.85446,180.0,161.56505,160.20113,90.0,90.0,270.0,90.0,90.0,154.44003,152.35402,180.0,158.1986,158.1986,158.62938,156.8014,180.0,158.1986,158.1986,120.0,30.0,70.0,100.0,30.0,-50.0,-100.0,-70.0,-50.0,-80.0,30.0,-30.0,-0.0,20.0,-20.0,90.0,20.0,50.0,70.0,30.0,-40.0,-70.0,-50.0,-30.0,-70.0
17776,36.91206,34.820972,10.0,12.869538,15.103807,32.596012,30.207615,10.0,14.252193,16.298006,25.0,25.0,0.0,10.0,10.0,31.819805,28.504387,15.0,18.027756,18.027756,28.504387,24.748737,15.0,18.027756,18.027756,118.30076,111.03751,180.0,150.94539,155.55605,122.47119,114.443954,180.0,142.12502,147.52881,90.0,90.0,270.0,90.0,90.0,135.0,127.874985,180.0,146.30994,146.30994,142.12502,135.0,180.0,146.30994,146.30994,110.0,-50.0,20.0,30.0,20.0,10.0,-70.0,-20.0,-0.0,-50.0,50.0,-50.0,-0.0,20.0,-20.0,100.0,-20.0,30.0,50.0,10.0,-20.0,-60.0,-30.0,-10.0,-50.0
17777,26.925825,26.925825,10.0,12.747549,17.67767,25.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,35.35534,35.35534,25.0,23.782873,21.286734,35.35534,35.35534,25.0,24.04423,21.578346,248.1986,248.1986,180.0,191.30994,188.1301,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,225.0,225.0,180.0,183.01279,183.36646,225.0,225.0,180.0,188.97263,190.00798,-70.0,30.0,-20.0,-20.0,-40.0,-50.0,50.0,-0.0,-0.0,-0.0,-50.0,50.0,-0.0,-0.0,-0.0,-0.0,100.0,50.0,50.0,40.0,-100.0,-0.0,-50.0,-60.0,-30.0
17779,12.747549,7.9056945,5.0,7.071068,7.071068,12.747549,7.9056945,5.0,7.071068,7.071068,5.0,5.0,0.0,5.0,5.0,3.9528472,5.303301,5.0,3.535534,3.535534,1.767767,3.9528472,5.0,3.535534,3.535534,168.69006,161.56505,180.0,135.0,135.0,191.30994,198.43495,180.0,135.0,135.0,270.0,270.0,270.0,90.0,90.0,251.56505,225.0,180.0,135.0,45.0,225.0,198.43495,180.0,225.0,315.0,40.0,-0.0,10.0,20.0,-0.0,-40.0,-0.0,-10.0,-0.0,-20.0,-10.0,10.0,-0.0,10.0,-10.0,-10.0,20.0,10.0,20.0,-20.0,-0.0,-10.0,-10.0,-20.0,20.0
17798,40.31129,40.31129,5.0,37.955566,43.33734,40.31129,40.31129,5.0,50.031242,54.22753,40.0,40.0,0.0,55.0,55.0,41.7208,42.16782,10.0,60.337593,62.474995,44.194176,44.61642,10.0,67.66184,69.5746,97.125015,97.125015,180.0,107.24146,123.23171,97.125015,97.125015,180.0,102.99461,115.974396,90.0,90.0,270.0,90.0,90.0,98.61565,101.976135,180.0,103.172554,109.88516,98.130104,101.30993,180.0,101.72511,107.78389,90.0,-70.0,10.0,70.0,-0.0,70.0,-90.0,-10.0,100.0,-170.0,80.0,-80.0,-0.0,110.0,-110.0,90.0,-60.0,20.0,130.0,-60.0,80.0,-110.0,-20.0,120.0,-190.0
17854,21.286734,21.578346,5.0,25.495098,25.495098,23.782873,24.04423,5.0,25.495098,25.495098,25.0,25.0,0.0,25.0,25.0,26.279745,27.443123,15.0,28.77716,30.259296,24.04423,25.310572,15.0,26.75117,28.33946,273.36646,280.00797,0.0,281.30994,281.30994,273.0128,278.97263,0.0,281.30994,281.30994,270.0,270.0,270.0,270.0,270.0,244.65382,239.93141,180.0,235.61966,231.70984,242.10272,237.09476,180.0,232.59465,228.57634,-40.0,30.0,-10.0,-60.0,40.0,-50.0,60.0,10.0,-40.0,60.0,-50.0,50.0,-0.0,-50.0,50.0,-30.0,80.0,30.0,-20.0,90.0,-60.0,10.0,-30.0,-70.0,-0.0
17908,11.18034,11.18034,10.0,19.764236,18.79162,11.18034,11.18034,10.0,26.983791,26.279745,5.0,5.0,0.0,30.0,30.0,14.57738,10.606602,5.0,30.413813,30.413813,17.67767,14.57738,5.0,30.413813,30.413813,206.56505,206.56505,180.0,251.56505,273.8141,206.56505,206.56505,180.0,256.6075,272.72632,270.0,270.0,270.0,270.0,270.0,210.96376,225.0,180.0,260.5377,260.5377,225.0,239.03624,180.0,260.5377,260.5377,10.0,30.0,20.0,-10.0,20.0,-30.0,-10.0,-20.0,-80.0,70.0,-10.0,10.0,-0.0,-60.0,60.0,20.0,20.0,10.0,-50.0,70.0,-60.0,20.0,-10.0,-70.0,50.0
17927,45.96194,42.573467,25.0,25.739077,21.505814,42.573467,38.890873,25.0,23.717083,19.039433,25.0,25.0,0.0,5.0,5.0,32.01562,32.01562,20.0,15.0,5.0,32.01562,32.01562,20.0,18.027756,11.18034,315.0,310.23636,0.0,330.9454,324.4623,319.76364,315.0,0.0,341.56506,336.80142,270.0,270.0,270.0,270.0,270.0,308.65982,308.65982,0.0,0.0,0.0,308.65982,308.65982,0.0,33.690067,63.434948,-140.0,20.0,-50.0,-80.0,-0.0,20.0,100.0,50.0,40.0,40.0,-50.0,50.0,-0.0,-10.0,10.0,-90.0,10.0,-40.0,-50.0,10.0,-10.0,90.0,40.0,70.0,-30.0
17946,7.9056945,12.747549,15.0,17.410486,19.764236,10.606602,14.57738,15.0,18.45603,20.691181,10.0,10.0,0.0,10.0,10.0,19.764236,21.86607,20.0,24.04423,26.279745,21.286734,23.251345,20.0,25.310572,27.443123,161.56505,168.69006,180.0,158.9625,161.56505,135.0,149.03624,180.0,151.69925,154.98311,90.0,90.0,270.0,90.0,90.0,145.30484,149.03624,180.0,152.10272,154.65382,139.76364,143.74615,180.0,147.09476,149.93141,10.0,30.0,30.0,40.0,30.0,10.0,-50.0,-30.0,-10.0,-60.0,20.0,-20.0,-0.0,20.0,-20.0,50.0,20.0,40.0,60.0,30.0,-0.0,-70.0,-40.0,-10.0,-80.0
17948,5.0,5.0,0.0,11.319232,11.8585415,5.0,5.0,0.0,13.806702,14.252193,5.0,5.0,0.0,15.0,15.0,7.28869,6.3737745,0.0,15.0,15.0,9.519716,8.838835,0.0,15.0,15.0,90.0,90.0,270.0,96.340195,108.43495,90.0,90.0,270.0,95.19443,105.25512,90.0,90.0,270.0,90.0,90.0,59.036243,78.69007,270.0,90.0,90.0,66.80141,81.869896,270.0,90.0,90.0,10.0,-10.0,-0.0,20.0,-10.0,10.0,-10.0,-0.0,30.0,-40.0,10.0,-10.0,-0.0,30.0,-30.0,-0.0,-10.0,-0.0,30.0,-30.0,30.0,-20.0,-0.0,30.0,-30.0
17949,49.117207,44.300114,40.0,44.300114,49.117207,50.621143,45.96194,40.0,43.156693,48.08846,20.0,20.0,0.0,5.0,5.0,33.024612,39.72562,40.0,40.31129,40.31129,30.052038,37.291084,40.0,40.31129,40.31129,14.743563,16.38954,0.0,16.38954,14.743563,20.22486,22.380135,0.0,10.007979,8.972627,90.0,90.0,270.0,90.0,90.0,29.47589,24.145542,0.0,7.125016,7.125016,16.927513,13.570435,0.0,7.125016,7.125016,-80.0,-100.0,-80.0,-50.0,-130.0,140.0,40.0,80.0,90.0,90.0,40.0,-40.0,-0.0,10.0,-10.0,-10.0,-120.0,-80.0,-70.0,-90.0,60.0,70.0,80.0,90.0,70.0
