,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
24,17652,14.84916667,-91.96944444,1,2016-08-31,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Ultisoles,VI,647.0,651.0,651.0,651.0,657.0,647.0,651.0,651.0,651.0,657.0,650.0,654.0,654.0,654.0,659.0,650.0,654.0,654.0,654.0,659.0,650.0,654.0,654.0,654.0,659.0,11.309933,11.309933,0.0,16.699244,16.699244,14.036243,14.036243,8.530766,17.676495,17.156881,14.036243,14.036243,8.530766,16.50623,15.938891,11.309933,11.309933,0.0,14.036243,14.036243,12.6043825,12.6043825,5.710593,13.342364,12.755872,270.0,270.0,270.0,270.0,270.0,306.8699,306.8699,0.0,295.55997,291.37064,306.8699,306.8699,0.0,297.64597,293.19858,270.0,270.0,270.0,270.0,270.0,296.56506,296.56506,0.0,288.43494,276.34018,-0.0,-0.0,0.0,-0.0,-0.0,-33.600002,-4.8,-0.0,-38.0,-13.5,4.8,33.600002,-0.0,6.617647,22.413794,-0.0,-0.0,0.0,-0.0,-0.0,-24.0,-8.0,-0.0,-27.586206,-0.0,40.0,-40.0,0.0,60.0,-60.0,36.4,-14.8,30.0,52.0,-53.5,14.8,-36.4,-30.0,26.617647,-47.58621,40.0,-40.0,0.0,50.0,-50.0,36.0,-28.0,20.0,42.413795,-50.0
27,17660,14.65,-90.48861111,1,2016-09-01,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III,1462.0,1457.0,1457.0,1457.0,1451.0,1463.0,1458.0,1458.0,1458.0,1452.0,1463.0,1458.0,1458.0,1458.0,1452.0,1463.0,1458.0,1458.0,1458.0,1452.0,1464.0,1461.0,1461.0,1461.0,1457.0,14.302915,14.302915,2.8624053,16.916517,16.916517,14.302915,14.302915,2.8624053,16.916517,16.916517,14.036243,14.036243,0.0,16.699244,16.699244,13.342364,14.434095,8.530766,18.053904,19.560978,10.779772,12.137064,8.530766,15.909876,17.650969,78.69007,78.69007,0.0,80.53768,80.53768,78.69007,78.69007,0.0,80.53768,80.53768,90.0,90.0,270.0,90.0,90.0,71.56505,60.945396,0.0,57.52881,50.710594,66.80141,54.462322,0.0,52.125015,45.0,-7.692308,-11.538462,-0.0,-8.1081085,-11.351352,11.538462,7.692308,-0.0,11.351352,8.1081085,-0.0,-0.0,0.0,-0.0,-0.0,-9.615385,-39.705883,-0.0,-16.0,-59.016396,9.0,-5.0,-0.0,28.800001,-9.756098,-47.692307,48.46154,10.0,-58.10811,58.64865,-48.46154,47.692307,-10.0,-58.64865,58.10811,-50.0,50.0,0.0,-60.0,60.0,-49.615387,40.294117,30.0,-46.0,50.98361,-31.0,-5.0,-30.0,-41.2,-19.756098
29,17662,14.12388889,-90.28388889,1,2016-09-03,Tv,Terciario Superior y Cuaternario antiguo,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cu,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franca o Franca-Arcillosa,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Inceptisoles,VII,990.0,996.0,996.0,996.0,1002.0,992.0,997.0,997.0,997.0,1000.0,992.0,997.0,997.0,997.0,1000.0,992.0,997.0,997.0,997.0,1000.0,993.0,996.0,996.0,996.0,995.0,16.726595,16.394678,2.8624053,14.724247,15.100919,15.466729,15.100919,2.8624053,10.642691,11.179986,14.036243,14.036243,0.0,8.530766,8.530766,12.755872,12.755872,2.8624053,8.049467,12.6043825,10.024988,10.024988,2.8624053,5.710593,11.309933,286.92752,282.26477,0.0,272.72632,256.6075,288.43494,283.3925,0.0,273.8141,251.56505,270.0,270.0,270.0,270.0,270.0,276.34018,263.65982,180.0,225.0,206.56505,278.1301,261.8699,180.0,180.0,180.0,-25.5,-8.918919,-0.0,-13.783784,28.5,8.620689,10.576923,-0.0,1.5,2.3076923,-0.0,-0.0,0.0,-0.0,-0.0,-13.461538,13.461538,-0.0,12.0,44.11765,3.0,-3.0,-0.0,-10.0,-15.384616,54.5,-58.91892,10.0,56.216217,-51.5,38.62069,-49.423077,-10.0,21.5,-7.692308,50.0,-50.0,0.0,30.0,-30.0,46.538464,-46.538464,-10.0,32.0,-35.882355,23.0,-23.0,10.0,-10.0,44.615387
30,17664,14.61694444,-90.60416667,1,2016-09-09,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI,1678.0,1678.0,1678.0,1677.0,1677.0,1678.0,1678.0,1678.0,1677.0,1677.0,1678.0,1678.0,1678.0,1677.0,1677.0,1678.0,1678.0,1678.0,1677.0,1677.0,1677.0,1677.0,1677.0,1675.0,1675.0,2.8624053,0.0,2.8624053,2.8624053,0.0,2.8624053,0.0,2.8624053,2.8624053,0.0,2.8624053,0.0,2.8624053,2.8624053,0.0,4.16874,2.8624053,5.0511527,6.1373796,5.710593,5.438008,2.8624053,6.1373796,7.0541315,5.710593,90.0,270.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,120.96375,180.0,135.0,144.46233,180.0,113.19859,180.0,125.53768,135.0,180.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.5,-0.0,7.5,-6.0,-0.0,-14.0,-0.0,-6.0,-22.5,-0.0,10.0,0.0,-10.0,10.0,0.0,10.0,0.0,-10.0,10.0,0.0,10.0,0.0,-10.0,10.0,0.0,-2.5,-10.0,-12.5,-16.0,-20.0,16.0,10.0,-16.0,17.5,20.0
31,17668,14.55,-90.44638889,1,2016-09-10,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,III,1874.0,1876.0,1876.0,1876.0,1877.0,1876.0,1879.0,1879.0,1879.0,1884.0,1876.0,1879.0,1879.0,1879.0,1884.0,1876.0,1879.0,1879.0,1879.0,1884.0,1880.0,1884.0,1884.0,1884.0,1890.0,9.039936,10.073967,8.530766,12.6043825,17.5484,10.073967,11.004088,8.530766,15.793169,19.827028,8.530766,8.530766,0.0,14.036243,14.036243,14.976609,16.054317,14.036243,20.36649,21.271475,20.023485,17.676495,14.036243,21.271475,22.12599,315.0,320.7106,0.0,333.43494,341.56506,309.2894,315.0,0.0,315.0,326.30994,270.0,270.0,270.0,270.0,270.0,322.59464,325.61966,0.0,315.0,317.60257,329.03625,334.44003,0.0,312.39743,315.0,-17.5,6.923077,-0.0,-6.0,11.2,6.923077,32.5,-0.0,17.647058,66.21622,-0.0,-0.0,0.0,-0.0,-0.0,-31.2,11.029412,-0.0,-47.5,7.3770494,-30.0,36.585365,-0.0,7.3770494,62.5,22.5,16.923077,30.0,34.0,71.200005,16.923077,-27.5,-30.0,37.64706,-53.783783,30.0,-30.0,0.0,50.0,-50.0,38.8,31.029411,50.0,52.5,17.377048,10.0,-53.414635,-50.0,17.377048,-57.5
32,17669,14.4525,-91.18666667,1,2016-09-10,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chi,Roca Granítica o Ceniza Volcánica,Drenaje Excesivo,Franca,Media,Franca a Franco-Arenosa,Media,Alto,Inceptisoles,VII,654.0,656.0,656.0,656.0,652.0,654.0,654.0,654.0,654.0,653.0,654.0,654.0,654.0,654.0,653.0,654.0,654.0,654.0,654.0,653.0,652.0,653.0,653.0,653.0,654.0,4.5202274,6.0544987,5.710593,9.876474,9.256682,2.0248682,4.5202274,5.710593,6.1373796,5.0511527,0.0,0.0,0.0,2.8624053,2.8624053,5.0511527,3.6469705,2.8624053,2.0248682,2.0248682,5.438008,4.16874,2.8624053,2.0248682,2.0248682,251.56505,225.0,180.0,111.03751,85.601295,225.0,198.43495,180.0,125.53768,81.869896,270.0,270.0,270.0,90.0,90.0,188.1301,191.30994,180.0,135.0,45.0,203.1986,210.96376,180.0,225.0,315.0,-0.0,25.0,-0.0,30.0,-15.294118,0.0,-0.0,-0.0,10.0,-7.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.0,-15.0,-14.0,-2.5,-0.0,-15.0,15.0,20.0,-15.0,-20.0,-30.0,34.705883,0.0,20.0,20.0,20.0,-7.5,0.0,0.0,0.0,-10.0,10.0,-20.0,-10.0,-10.0,-5.0,5.0,16.0,-2.5,10.0,5.0,-5.0
34,17671,14.54833333,-90.50361111,1,2016-09-11,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII,1439.0,1444.0,1444.0,1444.0,1458.0,1434.0,1442.0,1442.0,1442.0,1457.0,1434.0,1442.0,1442.0,1442.0,1457.0,1434.0,1442.0,1442.0,1442.0,1457.0,1429.0,1439.0,1439.0,1439.0,1451.0,19.672415,17.676495,5.710593,35.67278,35.573715,22.791824,21.19139,5.710593,36.600258,36.506756,21.80141,21.80141,0.0,36.8699,36.8699,25.682184,24.68443,8.530766,36.381233,37.210026,27.726187,26.849054,8.530766,33.604107,34.58351,233.53076,244.44003,180.0,262.99872,264.98688,239.62088,249.22775,180.0,263.23383,265.156,270.0,270.0,270.0,270.0,270.0,242.10272,247.61986,180.0,255.25644,249.77515,244.65382,249.77515,180.0,253.61046,247.61986,-7.5,18.965517,-0.0,16.1,10.304568,-65.16854,-17.647058,-0.0,-22.925764,-9.623894,-0.0,-0.0,0.0,-0.0,-0.0,8.988764,32.876713,-0.0,25.961538,77.586205,-64.0,-22.018349,-0.0,-31.764706,-18.0,-7.5,-51.034485,-20.0,136.1,-139.69543,64.83146,-77.64706,20.0,147.07423,-149.6239,80.0,-80.0,0.0,150.0,-150.0,38.988766,-77.12329,-30.0,145.96155,-132.41379,86.0,-92.01835,30.0,118.2353,-78.0
35,17673,14.53888889,-90.50916667,1,2016-09-11,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII,1386.0,1385.0,1385.0,1385.0,1384.0,1386.0,1384.0,1384.0,1384.0,1383.0,1386.0,1384.0,1384.0,1384.0,1383.0,1386.0,1384.0,1384.0,1384.0,1383.0,1384.0,1382.0,1382.0,1382.0,1381.0,3.6469705,4.16874,2.8624053,4.044691,4.044691,5.0511527,5.438008,2.8624053,4.044691,4.044691,5.710593,5.710593,0.0,2.8624053,2.8624053,8.049467,8.049467,5.710593,6.37937,6.37937,8.049467,8.049467,5.710593,6.37937,6.37937,101.30993,120.96375,180.0,135.0,135.0,98.130104,113.19859,180.0,135.0,135.0,90.0,90.0,270.0,90.0,90.0,135.0,135.0,180.0,153.43495,153.43495,135.0,135.0,180.0,153.43495,153.43495,-0.0,-2.5,-0.0,10.0,-0.0,-0.0,-14.0,-0.0,-0.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0,20.0,-0.0,-0.0,12.0,-4.0,-0.0,-20.0,-0.0,4.0,-12.0,-10.0,-2.5,-10.0,-10.0,0.0,-20.0,16.0,10.0,0.0,10.0,-20.0,20.0,0.0,-10.0,10.0,-20.0,0.0,-20.0,-18.0,-14.0,0.0,20.0,20.0,14.0,18.0
36,17675,14.61027778,-90.78666667,1,2016-09-11,Qp,"Pleistoceno al Holoceno, es decir del período Cuaternario.",Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tc,Ceniza Volcánica,Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Bajo,Andisoles,III,1751.0,1749.0,1752.0,1752.0,1750.0,1751.0,1749.0,1749.0,1749.0,1747.0,1751.0,1749.0,1749.0,1749.0,1747.0,1747.0,1749.0,1749.0,1749.0,1747.0,1747.0,1744.0,1744.0,1744.0,1742.0,8.1112795,7.8609586,9.520203,10.2193775,10.2193775,5.710593,4.16874,6.762861,10.2193775,10.2193775,8.984877,4.044691,0.0,5.710593,5.710593,12.0170355,13.378046,14.036243,15.069956,15.069956,6.1373796,11.690208,14.036243,15.069956,15.069956,142.12502,174.80557,206.56505,146.30994,146.30994,90.0,120.96375,198.43495,146.30994,146.30994,161.56505,135.0,270.0,90.0,90.0,176.63354,176.98721,180.0,158.1986,158.1986,125.53768,154.98311,180.0,158.1986,158.1986,-2.5,-46.5,30.0,23.076923,-4.6153846,-0.0,-0.0,-0.0,4.6153846,-23.076923,32.0,-0.0,0.0,-0.0,-0.0,-22.0,25.86207,-0.0,24.137932,-10.344828,-0.0,-46.32353,-0.0,10.344828,-24.137932,-2.5,33.5,-30.0,-26.923077,-14.615385,-20.0,20.0,30.0,14.615385,26.923077,-28.0,20.0,0.0,-20.0,20.0,38.0,-44.13793,-50.0,-45.86207,-40.34483,-30.0,33.67647,50.0,40.34483,45.86207
37,17676,14.53333333,-90.51666667,1,2016-09-11,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VI,1315.0,1319.0,1319.0,1319.0,1325.0,1316.0,1321.0,1321.0,1321.0,1326.0,1316.0,1321.0,1321.0,1321.0,1326.0,1316.0,1321.0,1321.0,1321.0,1326.0,1319.0,1322.0,1322.0,1322.0,1327.0,12.4894,12.942409,5.710593,16.726595,16.394678,13.797973,14.203598,5.710593,15.466729,15.100919,14.036243,14.036243,0.0,14.036243,14.036243,14.434095,13.342364,2.8624053,14.302915,14.302915,12.137064,10.779772,2.8624053,14.302915,14.302915,286.38953,292.38013,0.0,286.92752,282.26477,284.74356,290.22485,0.0,288.43494,283.3925,270.0,270.0,270.0,270.0,270.0,299.0546,288.43494,0.0,281.30994,281.30994,305.5377,293.19858,0.0,281.30994,281.30994,-10.588236,-6.0,-0.0,-25.5,-8.918919,8.653847,25.86207,-0.0,8.620689,10.576923,-0.0,-0.0,0.0,-0.0,-0.0,-39.705883,-9.615385,-0.0,-11.538462,-7.692308,-5.0,9.0,-0.0,7.692308,11.538462,39.411766,-26.0,20.0,54.5,-58.91892,48.653847,-44.13793,-20.0,38.62069,-49.423077,50.0,-50.0,0.0,50.0,-50.0,40.294117,-49.615387,10.0,48.46154,-47.692307,-5.0,-31.0,-10.0,47.692307,-48.46154
38,17677,14.27388889,-90.29805556,1,2016-09-11,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cu,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franca o Franca-Arcillosa,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Inceptisoles,VI,893.0,895.0,895.0,895.0,895.0,892.0,893.0,893.0,893.0,893.0,892.0,893.0,893.0,893.0,893.0,892.0,893.0,893.0,893.0,893.0,889.0,891.0,891.0,891.0,891.0,6.1373796,7.0541315,5.710593,5.710593,23.500038,5.0511527,6.1373796,5.710593,5.710593,20.023485,2.8624053,2.8624053,0.0,0.0,16.699244,8.588925,7.333393,5.710593,5.710593,17.156881,9.256682,8.1112795,5.710593,4.16874,14.724247,234.46233,225.0,180.0,180.0,251.56505,225.0,215.53767,180.0,180.0,247.83365,270.0,270.0,270.0,270.0,270.0,204.44395,209.05461,180.0,180.0,248.62938,212.47119,217.87498,180.0,239.03624,272.72632,6.0,22.5,-0.0,-0.0,18.0,-7.5,6.0,-0.0,-0.0,-19.5,-0.0,-0.0,0.0,0.0,-0.0,-7.5,10.0,-0.0,-0.0,13.5,-25.384615,-2.5,-0.0,-0.0,-66.911766,16.0,-17.5,-20.0,-20.0,88.0,12.5,16.0,20.0,20.0,60.5,10.0,-10.0,0.0,0.0,60.0,-27.5,-20.0,-20.0,-20.0,53.5,24.615385,-2.5,20.0,20.0,53.088238
45,17690,14.47888889,-90.48638889,1,2016-09-16,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII,1772.0,1761.0,1761.0,1761.0,1747.0,1772.0,1760.0,1760.0,1760.0,1751.0,1772.0,1760.0,1760.0,1760.0,1751.0,1772.0,1760.0,1760.0,1760.0,1751.0,1777.0,1764.0,1764.0,1764.0,1757.0,29.363798,29.41207,2.8624053,32.522503,33.11078,30.4399,30.485134,2.8624053,27.142056,27.951523,30.963757,30.963757,0.0,24.227745,24.227745,33.30228,32.95595,11.309933,25.682184,26.849054,34.22758,33.90047,11.309933,23.620789,24.939693,91.27303,93.81407,180.0,88.87669,77.828545,91.21887,93.65222,180.0,88.60282,74.981636,90.0,90.0,270.0,90.0,90.0,68.80595,70.866356,0.0,62.10273,57.094757,69.56717,71.56505,0.0,59.036243,53.746162,-0.0,8.565574,-0.0,12.436548,-54.150944,-0.0,-11.172414,-0.0,-6.0365853,9.278351,-0.0,-0.0,0.0,-0.0,-0.0,-23.076923,-46.5,-0.0,-22.268042,-73.84615,61.984535,26.702703,-0.0,43.076923,-1.6326809e-15,-110.0,108.565575,-10.0,-137.56346,125.84906,-120.0,118.82759,10.0,-86.03658,59.27835,-120.0,120.0,0.0,-90.0,90.0,-93.07693,113.5,40.0,-72.26804,76.15385,-118.015465,116.702705,-40.0,-66.92308,10.0
46,17691,14.54833333,-90.41944444,1,2016-09-16,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VI,1814.0,1800.0,1800.0,1800.0,1787.0,1813.0,1798.0,1798.0,1798.0,1785.0,1813.0,1798.0,1798.0,1798.0,1785.0,1813.0,1798.0,1798.0,1798.0,1785.0,1810.0,1798.0,1798.0,1798.0,1787.0,35.573715,35.67278,5.710593,33.330814,33.330814,36.506756,36.600258,5.710593,33.330814,33.330814,36.8699,36.8699,0.0,33.02387,33.02387,35.803925,35.50733,0.0,32.02597,32.189754,32.917015,32.56238,0.0,29.922287,30.108189,95.013115,97.00127,180.0,98.74616,98.74616,94.844,96.766174,180.0,98.74616,98.74616,90.0,90.0,270.0,90.0,90.0,98.972626,93.01279,270.0,87.70939,83.15723,100.00798,93.36646,270.0,87.510445,82.56859,10.304568,16.1,-0.0,22.543352,16.531792,-9.623894,-22.925764,-0.0,-16.531792,-22.543352,-0.0,-0.0,0.0,-0.0,-0.0,37.5,-0.0,0.0,-0.0,-24.046244,-17.647058,-0.0,0.0,-0.0,14.08,-139.69543,136.1,-20.0,-127.45665,126.53179,-149.6239,147.07423,20.0,-126.53179,127.45665,-150.0,150.0,0.0,-130.0,130.0,-142.5,150.0,0.0,-130.0,125.95376,-107.647064,120.0,0.0,-110.0,104.08
47,17702,14.6475,-91.54055556,1,2016-09-16,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,IV,973.0,977.0,977.0,977.0,978.0,973.0,975.0,975.0,975.0,976.0,973.0,975.0,975.0,975.0,976.0,973.0,975.0,975.0,975.0,976.0,970.0,972.0,972.0,972.0,972.0,10.024988,10.779772,6.457955,7.6675773,6.762861,7.2646265,8.293805,5.710593,6.37937,6.37937,5.710593,5.710593,0.0,2.8624053,2.8624053,10.2193775,10.2193775,8.530766,9.468127,10.825044,10.2193775,10.2193775,8.530766,9.256682,10.642691,261.8699,246.8014,186.3402,201.8014,198.43495,258.69006,239.03624,180.0,206.56505,206.56505,270.0,270.0,270.0,270.0,270.0,213.69006,213.69006,180.0,192.99461,191.30994,213.69006,213.69006,180.0,184.39871,183.81407,-0.0,28.0,-0.0,-8.0,10.0,-0.0,5.0,-0.0,-12.0,4.0,-0.0,-0.0,0.0,-0.0,-0.0,-4.6153846,23.076923,-0.0,-4.5,12.941176,-23.076923,4.6153846,-0.0,-0.0,-0.0,40.0,-32.0,-20.0,-8.0,-20.0,20.0,5.0,20.0,18.0,14.0,20.0,-20.0,0.0,10.0,-10.0,-14.615385,-26.923077,-30.0,-24.5,-37.058823,26.923077,14.615385,30.0,30.0,40.0
48,17721,14.42027778,-90.52722222,1,2016-09-22,Tv,Plioceno al Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII,1576.0,1576.0,1576.0,1576.0,1575.0,1576.0,1576.0,1576.0,1576.0,1575.0,1576.0,1576.0,1576.0,1576.0,1575.0,1578.0,1578.0,1578.0,1578.0,1577.0,1578.0,1578.0,1578.0,1578.0,1577.0,8.530766,8.530766,8.530766,7.2646265,4.5202274,0.0,0.0,0.0,2.8624053,2.8624053,5.710593,5.710593,5.710593,6.37937,6.37937,5.710593,5.710593,5.710593,6.37937,6.37937,0.0,0.0,0.0,2.8624053,2.8624053,0.0,0.0,0.0,11.309933,18.434948,270.0,270.0,270.0,90.0,90.0,0.0,0.0,0.0,26.565052,26.565052,0.0,0.0,0.0,26.565052,26.565052,270.0,270.0,270.0,90.0,90.0,-0.0,-0.0,-0.0,15.0,5.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-12.0,-0.0,-0.0,-0.0,12.0,-4.0,0.0,0.0,0.0,-0.0,-0.0,-30.0,-30.0,-30.0,-25.0,5.0,0.0,0.0,0.0,-10.0,10.0,20.0,20.0,20.0,14.0,18.0,-20.0,-20.0,-20.0,-18.0,-14.0,0.0,0.0,0.0,-10.0,10.0
50,17728,14.54527778,-90.42055556,1,2016-09-22,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VI,1845.0,1845.0,1845.0,1830.0,1830.0,1849.0,1849.0,1849.0,1834.0,1834.0,1849.0,1849.0,1849.0,1834.0,1834.0,1849.0,1849.0,1849.0,1834.0,1834.0,1853.0,1853.0,1853.0,1834.0,1834.0,39.509712,11.309933,37.818928,37.818928,11.309933,39.509712,11.309933,37.818928,37.818928,11.309933,38.65981,0.0,36.8699,36.8699,0.0,40.534798,11.309933,39.14356,38.714302,0.0,42.096725,11.309933,42.377773,42.031113,0.0,75.96375,0.0,75.06858,75.06858,0.0,75.96375,0.0,75.06858,75.06858,0.0,90.0,270.0,90.0,90.0,270.0,74.74488,0.0,79.38035,86.42367,270.0,75.57922,0.0,80.53768,86.82017,270.0,-47.058823,-0.0,-27.385893,-47.302906,-0.0,28.235294,-0.0,47.302906,27.385893,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-44.705883,-0.0,-22.40664,-0.0,0.0,31.764706,-0.0,50.39788,-0.0,0.0,152.94118,40.0,-137.3859,142.6971,40.0,148.23529,-40.0,-142.6971,137.3859,-40.0,160.0,0.0,-150.0,150.0,0.0,155.29411,40.0,-132.40665,150.0,0.0,171.76471,-40.0,-179.60213,190.0,0.0
51,17729,14.42194444,-90.47972222,1,2016-09-22,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII,1385.0,1385.0,1385.0,1386.0,1386.0,1382.0,1382.0,1382.0,1384.0,1384.0,1379.0,1382.0,1382.0,1382.0,1384.0,1379.0,1382.0,1382.0,1382.0,1384.0,1377.0,1382.0,1382.0,1382.0,1383.0,15.938891,8.530766,8.588925,7.333393,5.710593,14.851063,10.825044,9.876474,10.456857,7.2646265,9.520203,6.762861,2.0248682,6.37937,4.5202274,10.779772,10.024988,0.0,5.0511527,5.438008,13.342364,12.755872,0.0,3.6469705,4.16874,246.8014,180.0,204.44395,209.05461,180.0,225.0,191.30994,201.0375,208.30075,191.30994,243.43495,251.56505,225.0,243.43495,251.56505,246.8014,261.8699,270.0,261.8699,246.8014,251.56505,263.65982,270.0,258.69006,239.03624,42.0,-0.0,-7.5,10.0,-0.0,30.0,-0.0,-20.769232,14.0,-0.0,-30.0,-0.0,0.0,-20.0,-0.0,-0.0,-0.0,0.0,-0.0,14.0,-27.586206,-0.0,0.0,-0.0,2.5,-48.0,-30.0,-27.5,-20.0,-20.0,0.0,30.0,29.23077,-6.0,20.0,30.0,-30.0,0.0,20.0,-20.0,10.0,-30.0,0.0,20.0,-16.0,42.413795,-50.0,0.0,10.0,2.5
