,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
602,602,14.96638889,-89.29333333,1,2008-07-24,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
603,603,14.56694444,-90.56861111,1,2008-07-24,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
604,604,14.96638889,-89.29333333,1,2008-07-24,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
605,605,14.56,-90.58722222,1,2008-07-25,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
606,606,14.57055556,-90.49722222,1,2008-07-25,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
607,607,14.29166667,-90.56722222,1,2008-07-25,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Bb,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla a Franco-Arcillosa,Muy Fina,Regular,Entisoles,VII
608,608,14.64944444,-90.52916667,1,2008-07-25,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
610,610,14.55166667,-90.55833333,1,2008-07-25,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
611,611,14.52222222,-90.53944444,1,2008-07-25,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Mollisoles,VI
617,617,15.66027778,-91.43166667,1,2008-07-25,Qp,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
620,620,15.045,-89.58527778,1,2008-07-27,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Entisoles,VI
623,623,14.57472222,-90.68638889,1,2008-07-29,Qp,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,VII
630,630,14.69527778,-91.28638889,1,2008-07-29,Qv,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VI
635,635,16.03472222,-90.72722222,1,2008-07-29,Tpe,"Cuaternario, aunque probbablemente se haya comenzado a formar a finales del Terciario",Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,VI
648,648,14.84833333,-91.14194444,1,2008-08-04,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
651,651,15.68611111,-88.62638889,1,2008-08-05,Pc,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,SA,-999,-999,-999,,-999,-999,-999,Inceptisoles,VII
652,652,14.57694444,-90.47916667,1,2008-08-05,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
658,658,14.72277778,-89.58638889,1,2008-08-05,Pzm,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ji,Toba Volcánica o Brecha de Toba,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
660,660,14.65055556,-90.48611111,1,2008-08-05,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,III
661,661,14.26027778,-90.16416667,1,2008-08-06,Ksd,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,Rocas Sedimentarias,Ss,Esquisto Arcilloso Calcáreo,Buen Drenaje,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
692,692,14.84694444,-91.04361111,1,2008-08-09,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
693,693,14.73416667,-89.49222222,1,2008-08-09,Pzm,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
694,694,14.76111111,-90.67166667,1,2008-08-10,Tv,"Cretácico superior, se considera del Terciario.",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Gtp,Ceniza Volcánica,-999,-999,,-999,-999,Muy Alto,Inceptisoles,VI
695,695,14.17,-91.62861111,1,2008-08-11,Qa,Pleistoceno al reciente.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ix,Materiales de Grano Fino,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,II
702,702,14.83472222,-91.10166667,1,2008-08-14,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
703,703,15.23166667,-91.16,1,2008-08-15,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,VII
704,704,14.9975,-91.37194444,1,2008-08-15,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
705,705,15.0175,-91.37833333,1,2008-08-15,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
706,706,15.02777778,-91.30027778,1,2008-08-15,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
707,707,14.79555556,-91.175,1,2008-08-16,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VI
708,708,14.57972222,-90.47861111,1,2008-08-16,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
709,709,14.84305556,-91.37138889,1,2008-08-16,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
710,710,14.87083333,-91.19,1,2008-08-18,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VIII
717,717,14.825,-91.1975,1,2008-08-20,Tv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VI
748,748,14.35527778,-89.84833333,1,2008-08-27,Qv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cul,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular a Alto,Alfisoles,VI
749,749,15.66805556,-91.43638889,1,2008-08-27,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
751,751,14.52111111,-90.47222222,1,2008-08-28,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mr,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla,Moderadamente Fina,Regular,Andisoles,VII
771,771,15.41194444,-91.665,1,2008-09-01,Pc,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
774,774,14.65111111,-90.43722222,1,2008-09-02,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
775,775,14.68638889,-90.48055556,1,2008-09-02,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
777,777,14.69722222,-90.49944444,1,2008-09-02,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
778,778,14.66472222,-90.4775,1,2008-09-03,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
781,781,14.88722222,-90.04833333,1,2008-09-04,Qv,fines del Mioceno y principios del Plioceno,Depresión del Motagua,ROCAS IGNEAS Y METAMORFICAS,Ss,Esquisto Arcilloso Calcáreo,Buen Drenaje,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
784,784,15.13138889,-91.13666667,1,2008-09-04,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
785,785,15.10694444,-91.14972222,1,2008-09-04,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,III
867,867,15.0725,-90.80277778,1,2008-09-08,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
886,886,14.89333333,-90.03583333,1,2008-09-10,Pi,fines del Mioceno y principios del Plioceno,Depresión del Motagua,ROCAS IGNEAS Y METAMORFICAS,Ss,Esquisto Arcilloso Calcáreo,Buen Drenaje,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
922,922,15.14083333,-90.77222222,1,2008-09-11,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
927,927,14.63388889,-90.52666667,1,2008-09-13,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
928,928,14.74083333,-90.33416667,1,2008-09-13,Pzm,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
931,931,15.52472222,-91.83944444,1,2008-09-16,CPsr,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
933,933,15.1525,-89.0525,1,2008-09-17,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ga,Esquisto o Esquisto Arcilloso,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a más Liviana,Moderadamente Fina,Muy Alto,Inceptisoles,VII
938,938,15.325,-91.46944444,1,2008-09-18,Qp,Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chx,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Limosa a Franco-Arenosa Fina o Muy Fina,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Entisoles,III
939,939,14.97722222,-89.33833333,1,2008-09-18,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
942,942,14.76111111,-90.28444444,1,2008-09-19,Pzm,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,IV
944,944,14.96666667,-89.29138889,1,2008-09-19,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ta,Brecha de Toba Volcánica o Pórfido Andesítico,Buen Drenaje,Franco-Limosa a Franco-Arcillosa,Media,Arcilla,Muy Fina,Alto,Inceptisoles,VII
949,949,14.49777778,-89.43472222,1,2008-09-19,Pzm,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VI
951,951,14.83944444,-90.13333333,1,2008-09-20,Ksd,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
954,954,14.64972222,-90.43305556,1,2008-09-21,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
955,955,14.67805556,-90.52694444,1,2008-09-22,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,III
958,958,14.74944444,-90.45166667,1,2008-09-22,I,"Cretácico superior, se considera del Terciario.",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chn,"Granito, Gneis",Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VI
959,959,14.60027778,-90.49916667,1,2008-09-22,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
965,965,14.12222222,-90.28777778,1,2008-09-22,Tv,Terciario Superior y Cuaternario antiguo,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cu,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franca o Franca-Arcillosa,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Inceptisoles,VII
967,967,14.575,-90.48333333,1,2008-09-22,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
986,986,14.84,-91.39027778,1,2008-09-25,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
987,987,14.82333333,-91.34666667,1,2008-09-25,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
989,989,14.885,-89.51611111,1,2008-09-26,I,Cuaternario reciente,Depresión del Motagua,ROCAS IGNEAS Y METAMORFICAS,Jg,Roca Andesítica,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,III
992,992,15.33277778,-90.46722222,1,2008-09-26,Pc,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VIII
993,993,14.61805556,-90.58444444,1,2008-09-26,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,III
996,996,14.55472222,-90.53888889,1,2008-09-26,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VI
997,997,14.56472222,-90.55416667,1,2008-09-26,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VI
1000,1000,14.4475,-91.12527778,1,2008-09-26,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chi,Roca Granítica o Ceniza Volcánica,Drenaje Excesivo,Franca,Media,Franca a Franco-Arenosa,Media,Alto,Inceptisoles,III
1003,1003,15.35777778,-88.81944444,1,2008-09-27,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
1004,1004,15.74027778,-90.63138889,1,2008-09-27,KTs,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
1008,1008,14.94,-91.385,1,2008-09-28,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,III
1013,1013,14.94944444,-90.59972222,1,2008-09-28,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,VII
1016,1016,14.97583333,-90.44777778,1,2008-09-28,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
1017,1017,14.6375,-90.45305556,1,2008-09-28,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,VII
1021,1021,14.64722222,-90.45055556,1,2008-09-28,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Entisoles,VI
1023,1023,14.85694444,-91.14666667,1,2008-09-28,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
1024,1024,15.39666667,-89.05638889,1,2008-09-29,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,IV
1029,1029,14.5425,-90.5275,1,2008-09-29,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Mollisoles,VI
1030,1030,14.70444444,-90.385,1,2008-09-29,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VII
1046,1046,14.62916667,-90.48638889,1,2008-09-30,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,AF,-999,-999,-999,-999,-999,-999,-999,Entisoles,III
1052,1052,14.8275,-91.19416667,1,2008-09-30,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VI
1059,1059,14.54194444,-90.70972222,1,2008-10-01,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,VIII
1060,1060,14.55,-90.78611111,1,2008-10-01,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Andisoles,II
1061,1061,14.23166667,-90.17805556,1,2008-10-01,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cu,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franca o Franca-Arcillosa,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Inceptisoles,VII
