,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
7392,2039.2,7.794568639999998,240.440538,2.85538468,-5.9446154799999995,36.85699160024524,2,107,12,1,28,3,44,5,2,7,1,55,0.913588850174216,0.9791576637388886,0.5015600230298032,0.97928303,0.7229718112504486,0.7993545651712496,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1
6362,1958.96,14.362775767999997,87.0640856,0.872326256,-21.1276742,187.616862334311,2,48,12,1,13,4,34,5,2,6,1,29,0.913588850174216,0.9990181586705975,0.5058469474300205,0.9985801,0.977745280334399,0.9917320803899268,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4112,265.64,2.8184308840000005,109.31180952000001,-0.4,1.6,6.004290507175028,3,117,62,8,44,6,64,9,13,3,2,2,0.09954751131221719,0.0,0.4968338537278762,0.022984365,0.23155186055013516,0.18871814807299891,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4212,114.88,5.071406404000002,220.16859799999997,-1.1753846,1.6246154000000002,48.79342832695693,7,72,47,5,1,5,2,7,4,3,2,46,0.14954682779456194,0.0,0.4944871575431728,0.0021174275,0.03341137912935764,0.028486423202098668,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
367,2379.4,5.3213727,200.84393400000002,2.13076928,-8.2692308,0.0512152090668678,2,109,11,1,29,3,50,4,4,2,1,56,0.09595959595959595,0.0008333333333333333,0.4955206947917086,0.006639134,0.4872262921602666,0.5153813444133919,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Medium,0
7463,2453.12,15.211536863999997,211.20788760000002,2.75418836,11.154188600000003,21.327902421355247,2,44,11,1,11,3,41,5,11,7,1,35,0.7668539325842697,0.9916173959693176,0.5035462956669022,0.98286176,0.8324059847084829,0.9089060610878292,High,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
3436,36.24,2.002179932,209.1709032,-0.16,3.84,30.404896911233664,3,70,56,7,25,4,33,5,4,3,2,28,0.012618296529968454,0.0021797779922779923,0.4962282465579718,0.009588024,0.06000826419587606,0.0363709574847637,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9585,1459.12,12.480605800000003,205.413336,-1.6063772000000005,7.193622960000002,16.452047643251717,3,119,33,1,28,3,54,4,2,7,2,23,0.7668539325842697,0.9880968443122242,0.5018409845416886,0.9925296,0.3440772946731243,0.4775562526618716,High,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Low,Medium,1
8764,562.52,7.866854548000001,63.36590576,-1.87764704,5.322352919999999,169.59120481368154,3,26,22,2,35,4,35,5,2,7,1,54,0.3978494623655914,0.9615962848475853,0.5014482839794093,0.91704035,0.8931620589533025,0.9116712842496446,Medium,High,Medium,High,High,High,Low,Very High,Medium,Very High,Very High,Very High,1
7623,2256.0,5.858550216000001,109.38902100000001,0.88769232,-1.5123077200000006,19.277937550097704,2,107,12,1,28,3,44,5,2,7,1,55,0.7668539325842697,0.9294451746763707,0.5015688944161497,0.88102037,0.7420096181386863,0.7142070167964656,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,High,1
6117,1479.64,3.3532343080000016,113.31850668000001,-0.96,2.24,69.2119639441371,1,65,11,1,24,4,6,5,5,3,1,36,0.913588850174216,1.0,0.5042086445775389,0.9990086,0.6173621383745406,0.9329769314359736,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1
5944,2447.6,26.469619400000006,237.92776279999998,7.489541480000001,7.489541720000002,26.502742151729763,2,44,11,1,11,3,41,5,11,8,1,55,0.7668539325842697,0.9895464428803246,0.502558800825358,0.98407876,0.8502769942657933,0.8480672157830801,High,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
6119,1307.04,4.179066768,274.0479856,-1.56470588,2.4352941999999995,73.6176190096885,3,118,62,8,44,6,64,9,13,6,1,9,0.913588850174216,0.9974603174603175,0.5037241042894244,0.9729451,0.8673954874665577,0.8701747853507993,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
2893,184.72,3.871559432,194.9378644,-1.02,-0.62,45.71747549343854,7,79,49,7,1,5,2,7,4,6,2,64,0.14954682779456194,0.0,0.4919809431349386,0.0008399339,0.039056147197013794,0.056442284163169563,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8768,230.84,4.085704348,168.06240731999998,-1.8,1.4,131.75163127481937,3,4,54,1,23,4,8,7,2,3,2,13,0.14954682779456194,0.9971666666666666,0.5017357876043739,0.92172915,0.4244131267003023,0.22787367772880174,Low,High,Medium,High,Medium,Low,Very Low,Very High,Medium,Very High,Medium,Low,1
239,1301.4,9.414028284,219.85687960000004,3.5556924800000003,4.355692400000001,0.6126729566603899,3,148,8,1,16,3,55,5,2,6,2,3,0.09595959595959595,0.007806188767372978,0.49707678851793335,0.06780745,0.29730598715903506,0.27875328237770175,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0
7128,403.52,9.88958066,178.35918411999998,5.450046279999999,11.050045999999998,128.90543388947845,3,26,22,2,35,4,35,5,2,7,1,62,0.3978494623655914,0.9719285155072458,0.5024721014880285,0.91845965,0.7650258298500779,0.8096830811598097,Medium,High,Medium,High,High,High,Low,Very High,Medium,Very High,High,Very High,1
9189,1839.12,7.230939352000002,130.62495040000002,0.377104068,3.1771040399999997,49.25455407053232,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.993905470620099,0.5027969242898821,0.98865813,0.5866849090578535,0.8672570276561092,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
542,2237.6,10.698107563999999,198.92605880000002,-3.232724428,-3.632724599999999,4.938543509691954,4,41,22,1,37,3,30,5,9,7,1,63,0.4962962962962963,0.009382369894598154,0.49965392481489207,0.05506234,0.584312413462515,0.3405846740292389,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,Medium,Low,0
6947,979.32,31.768212400000007,189.74667280000003,4.27173758,-17.728262799999996,127.90845835302024,4,3,35,1,18,4,40,5,2,7,1,62,0.52,0.9989285714285714,0.5049719820887294,0.9960367,0.8185654664880664,0.9027084641639261,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,Very High,Very High,1
1459,260.84,3.4031119240000005,224.3320972,0.06,-3.14,4.259239076636732,2,91,43,1,37,3,56,4,4,2,2,46,0.09954751131221719,0.0,0.49207106442966014,0.00073164736,0.053999578998313535,0.037553726145158214,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1903,251.68,3.3405431960000005,107.99999992000001,-1.88,0.52,30.359866856597364,7,86,49,3,1,5,3,7,3,4,2,9,0.012618296529968454,0.0,0.49109336216564586,0.00019635276,0.0518739694046114,0.03658637787533438,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4648,62.36,2.6763556360000003,218.944096,-0.66,1.34,24.016162985935807,1,35,49,7,1,5,2,7,4,5,2,67,0.012618296529968454,0.0,0.4923763561477807,0.00011246905,0.04990513939608484,0.056116429088999206,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
362,2406.72,32.747709799999996,252.07984999999996,-11.507605727999998,-11.507604680000004,31.377340934239328,2,107,12,1,28,3,44,5,2,7,1,55,0.5,0.01941982601751574,0.5001049956472438,0.06270005,0.7639365821738815,0.5613753862986481,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,High,Medium,0
7114,178.72,3.76136422,131.93254504,-0.6753845999999999,5.3246154,111.3341543059796,6,121,1,1,27,4,2,7,4,3,2,71,0.14954682779456194,0.9733317647146191,0.4963533548686685,0.86595106,0.1466659434160334,0.09490114952120852,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Very Low,1
7210,1635.56,19.847063959999996,90.36550503999999,4.29557224,15.495572999999997,7.950462194159627,1,111,12,1,22,4,2,7,2,7,1,72,0.2558139534883721,0.9868742942880877,0.5000132563887819,0.90153253,0.5409222272635846,0.5786843750831606,Low,High,Medium,High,Medium,Medium,Low,Very High,Medium,Very High,Medium,Medium,1
2086,233.28,2.9252061880000015,248.0290952,-0.66,1.34,3.878578271716833,5,163,49,1,1,5,2,7,2,6,2,64,0.012618296529968454,0.0,0.4895454413556901,0.00034039252,0.018831285014454812,0.031971457744543394,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2988,624.64,28.750131200000002,271.95090999999996,-1.5653124399999974,25.234687559999998,5.253793841227889,3,137,8,2,1,5,2,7,8,7,1,62,0.03859649122807018,0.00041666666666666664,0.4975285452018424,0.018515443,0.17134439777498023,0.12990178773221378,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6932,2447.6,26.469619400000006,237.92776279999998,7.489541480000001,7.489541720000002,55.49188193120062,2,44,11,1,11,3,41,5,11,8,1,55,0.913588850174216,0.9973963724044792,0.5041425520559816,0.99827695,0.9039952984563173,0.9253533135419196,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
9059,1096.36,23.518972719999997,272.7447512,1.5660991599999994,1.5660993199999984,27.37414332758636,6,8,8,1,23,4,10,7,2,7,2,26,0.6115384615384616,0.980574413690054,0.5003172506535932,0.9511462,0.31387247163057147,0.34884380970589396,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Low,1
4451,18.2,6.8792471,221.09602360000005,1.2837647280000002,7.283764680000001,70.65530645661056,6,34,42,1,37,3,2,7,10,3,2,47,0.14954682779456194,0.0006493506493506492,0.4963822691117157,0.03506865,0.08922905310143417,0.05954701465822642,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9138,985.0,4.044847128000001,112.42438752000002,0.32,-3.68,88.25159073248506,3,148,8,1,16,3,55,5,2,7,2,1,0.8511904761904762,0.9815931300500266,0.5018000651724308,0.8857478,0.619510601171663,0.6748530576750456,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1
3607,436.04,2.364134948,147.59999992000002,0.5,0.5,53.184834593907,2,61,59,1,11,3,21,4,10,2,2,43,0.3978494623655914,0.0,0.4980326978707395,0.015168762,0.07557615486208101,0.07983589845190789,Medium,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3984,242.52,3.026915136,191.6089942,1.0,0.6,0.2449309229850769,5,163,49,1,1,5,2,7,2,4,2,9,0.012618296529968454,0.0,0.48801082700799114,0.0005998154,0.027702958638952804,0.023980203499203795,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3347,158.92,12.73710364,131.89334229200003,-0.6437179080000002,0.5562822799999998,37.561882611364126,5,24,8,1,1,5,2,7,2,4,2,79,0.012618296529968454,0.0037259477662897013,0.49643963030957666,0.025666527,0.060645093902705026,0.05036957555209963,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2083,199.28,2.2097318199999996,174.709052,-0.6,-2.2,0.0196455102413892,7,122,49,1,1,5,2,7,2,3,2,67,0.012618296529968454,0.0,0.4861570623222599,8.573633e-05,0.01104602357959049,0.027690695241940417,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6786,1402.8,19.107640487999998,111.66692979999999,-3.0894059599999997,37.710594400000005,39.98136051185429,4,83,22,1,37,3,58,4,2,7,1,63,0.913588850174216,0.9691423941016631,0.5014684437792039,0.9156118,0.6668677061864849,0.3817361942457184,High,High,Medium,High,High,Medium,Very High,Very High,Medium,Very High,High,Low,1
2514,1167.76,7.700760472000001,79.11750912000001,-1.3752868,-6.975286879999999,0.0701343175023794,4,52,32,1,16,3,8,5,10,7,1,36,0.09595959595959595,0.0004761904761904762,0.4960008350044689,0.0031927456,0.24775352397522324,0.11810159402891902,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
3004,315.8,15.248973932000004,156.6734228,-3.4805725959999996,9.71942776,51.11169598530978,4,157,23,1,41,3,36,5,2,7,2,2,0.14954682779456194,0.0064027313982831765,0.49871529497007633,0.041561063,0.25163642514749934,0.29223371776461937,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0
1181,141.76,1.7790079679999997,207.325204,-1.82,-2.22,3.334231390617788,4,133,9,7,1,5,2,7,4,5,2,68,0.012618296529968454,8.293838862559243e-05,0.4926794677664287,0.0008723787,0.02268380136161807,0.050314402091251965,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9455,749.52,18.332585964000003,70.3421652,6.4481312079999995,6.44813104,141.2372951451689,2,38,11,2,8,2,16,0,2,3,1,15,0.6193548387096774,0.9943753517634035,0.5029666991970553,0.9525473,0.6285389832965728,0.8429874970630827,Medium,High,Medium,High,Medium,High,High,Very High,Medium,Very High,High,Very High,1
3599,548.12,5.247762756000001,151.2765398,-1.86769232,-4.26769228,0.0,2,140,11,1,37,3,59,4,10,3,1,15,0.03859649122807018,9.259259259259259e-05,0.4955325842983018,0.014961802,0.22639546406252561,0.1639931747740398,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4745,129.0,0.0,270.0,0.0,0.0,40.72366409096867,1,112,49,1,1,5,2,7,4,6,3,9,0.012618296529968454,0.0,0.4954068965774598,0.0017006934,0.051338138173983076,0.08078642095307353,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6703,1155.96,22.002997840000003,204.07774799999999,-7.523295624000001,7.67670428,108.98008196800949,4,118,62,8,44,6,64,9,13,7,1,29,0.8511904761904762,0.9977083333333334,0.5045051066131366,0.9498995,0.911905580757636,0.9428747966617727,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1229,118.0,0.0,270.0,0.0,0.0,0.474697632715106,4,167,62,8,44,6,64,9,13,9,3,81,0.0,0.0,0.4799789201451654,0.0020599586,0.05259244091645631,0.14387502435737878,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2780,61.84,2.7809769960000006,222.16560280000002,0.6,3.4,19.601077891886234,1,72,47,5,1,5,2,7,4,2,2,11,0.012618296529968454,0.0,0.4931531303708736,0.00028097501,0.05303373863570326,0.03639218595832064,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9367,830.96,22.866335559999996,109.56325451999999,0.26349027999999974,16.26349,38.943614966236055,6,8,8,1,23,4,10,7,2,7,2,53,0.6115384615384616,0.9395076159017012,0.499734075263867,0.8901635,0.3049775162576879,0.23846218762565874,Medium,High,Medium,High,Low,Low,High,Very High,Medium,Very High,Low,Low,1
9109,1707.36,31.182593984,218.57369339999997,-1.9179729399999994,7.282026040000001,31.62803356256336,2,49,11,1,38,3,59,4,11,8,2,1,0.7668539325842697,0.9975666035353535,0.5034952283564608,0.9782799,0.7670846087669514,0.8772894993521392,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
3946,525.72,25.886693228,84.7975012,-8.501043,-15.701042560000003,19.248230887576938,3,148,8,1,16,3,55,5,2,7,2,53,0.52,0.0013690476190476191,0.4962778992794489,0.0038512673,0.14902221467351762,0.060830436731287275,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Very Low,Very Low,0
3492,287.2,7.807810236,235.68839680000002,-0.5617194279999999,-1.7617195199999998,0.1351036690175533,1,24,8,1,1,5,2,7,2,6,1,78,0.012618296529968454,0.0,0.4918284908543601,0.009110038,0.1263314228895908,0.10702345035335016,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
960,315.36,20.914944447999993,147.87767704,1.28903604,-22.3109638,0.0,4,78,57,1,3,5,2,7,10,7,1,72,0.012618296529968454,0.0,0.489718407305629,0.008858468,0.07755122352550635,0.0402745485370475,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3313,916.56,24.021650880000003,162.667432,-5.859172640000001,-15.45917248,0.0166045296937227,3,26,22,2,35,4,35,5,2,7,1,54,0.09595959595959595,0.0,0.49380774253222565,0.00505702,0.3370967866681894,0.10726734928858189,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
1164,801.96,26.23317636,47.94066132,-12.4285869,-2.428586480000001,0.0110549870878458,4,114,8,1,21,3,34,5,2,7,2,5,0.03859649122807018,0.0,0.4933745450321238,0.0031020967,0.18797809223942555,0.17140338435213448,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1306,207.96,1.6995075599999996,114.13739776000003,0.5,-1.1,48.25675066933036,7,29,11,7,1,5,2,7,4,3,2,13,0.14954682779456194,0.0003461538461538462,0.4958770670722421,0.0049810144,0.08547585206793824,0.06154467158601997,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2993,148.2,3.9647704280000005,162.37654116,0.7,3.1,0.0,7,158,49,5,1,5,2,7,4,6,2,64,0.012618296529968454,0.0,0.48540330078057065,0.00047005105,0.014520307322985896,0.03633195423154224,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5709,299.6,2.8243230240000003,162.2077772,0.0,6.0,1.3328171744942665,7,79,49,7,1,5,2,7,4,4,2,64,0.012618296529968454,0.0,0.4872688060957783,0.00012069912,0.01774317931764622,0.041118760678935586,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1575,334.36,10.6752526,74.46653428,0.8481541200000003,10.44815408,0.0,4,60,28,1,37,3,32,5,8,7,1,62,0.09954751131221719,0.000625,0.4936868904940927,0.012275548,0.19210418902899518,0.053506850036478155,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3742,1134.72,25.5244084,118.97710620000002,3.190950439999999,0.7909498399999978,14.506727371364832,3,26,22,2,35,4,35,5,2,7,1,63,0.22448979591836735,0.02940723511537273,0.49972697929407955,0.054967996,0.5179479218295077,0.2651175376071267,Low,Low,Medium,Low,Medium,Low,Low,Very Low,Medium,Very Low,Medium,Low,0
5580,787.08,25.90804496,199.6298928,-16.978074016,3.421926360000001,0.0150703368708491,3,137,8,2,1,5,2,7,8,7,2,6,0.03859649122807018,0.0005,0.49433025969004357,0.033394434,0.11840015664194849,0.1883729814779973,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3834,89.8,2.5702988840000005,218.862602,0.0,-0.8,151.56903574150056,7,131,49,7,1,5,2,7,4,6,2,9,0.14954682779456194,9.433962264150943e-05,0.4948941282638444,0.043782998,0.24991143259618384,0.10122906238789953,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
1858,310.48,5.141456116000001,254.24071479999998,-1.8753845999999998,2.9246154,27.308752046898007,3,118,62,8,44,6,64,9,13,3,2,13,0.09954751131221719,0.006958333333333334,0.4983841403714615,0.019062607,0.24522919640786148,0.1942326539515997,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4354,39.84,4.896273224000001,138.66694044,-1.6846154000000002,3.5153846,34.98714136984199,7,72,47,5,1,5,2,7,4,2,2,9,0.012618296529968454,0.0,0.4936851667477358,0.0007061892,0.036089093997156686,0.03036924063405715,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
769,1754.6,11.646547832000001,233.273704,0.6875056000000004,-9.31249452,0.1508990209549665,2,48,12,1,13,4,34,5,2,7,1,35,0.09595959595959595,0.007009230503795721,0.4974878440436726,0.049597852,0.5475835143629875,0.6028486526091423,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,High,0
3940,19.76,1.2180307319999997,261.0,0.0,-1.2,54.56108550727368,5,17,20,7,23,4,37,5,4,1,2,43,0.14954682779456194,0.0,0.49558757341349813,0.0013592157,0.06673491368770416,0.06114713838635634,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6592,1189.0,0.0,270.0,0.0,0.0,63.37064061779529,0,1,0,0,0,0,1,1,1,0,0,0,0.913588850174216,0.99875,0.5009569322195722,0.9657639,0.42943649437573844,0.45068219834255824,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Medium,Medium,1
4210,219.0,3.6361696400000003,178.6664516,0.29058824,-6.10941176,80.35339468717575,6,157,23,1,41,3,36,5,2,4,2,16,0.14954682779456194,0.0022560467987297254,0.4958175060496679,0.0030518381,0.1573904398752076,0.11355383742885485,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5912,1369.96,28.111764400000002,96.40689256,-9.9455118,1.6544882400000014,34.282521126791835,4,32,34,1,17,4,33,5,2,6,1,7,0.913588850174216,0.9983549783549783,0.5039385409704856,0.97331977,0.6204481439024988,0.6715918246362872,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1
957,293.24,25.840229040000004,88.46286991999999,4.918026388,4.9180263600000025,220.777979420498,5,24,8,1,1,5,2,7,2,7,2,53,0.14954682779456194,0.0013822631290870855,0.4986744429340442,0.008468338,0.8327236970835074,0.3197058384775135,Low,Low,Medium,Low,High,Low,Very Low,Very Low,Medium,Very Low,Very High,Low,0
